Sto.-nr.;erl.Geschw. PKW;erl. Geschw. LKW;Standort1;Standort2;Standort3;
872;30;30;K3   Mülheim                  ;Mülheimer Freiheit, 91-83     ;in Fahrtrichtung salzstraße        ;   
873;30;30;K4   Mülheim                  ;Mülheimer Freiheit, Haus Nr.63;in Fahrtrichtung Peter-Müller-Str. ;   
874;30;30;K5   Mülheim                  ;Mülheimer Freiheit, Haus Nr.42;in Fahrtrichtung Kirchstraße       ;   
875;30;30;K6   Mülheim                  ;Mülheimer Freiheit, Lat. 8    ;in FR. Deutz-Mülheimer Straße      ;   
876;50;50;K7   Mülheim                  ;Rendsburger Platz, Lat. 10-12 ;in Fahrtrichtung Kieler Straße     ;   
877;50;50;K8   Mülheim                  ;Rendsburger Platz, Lat. 7     ;in Fahrtrichtung Bergischer Ring   ;   
878;50;50;K9   Humboldt/Gremberg        ;Gremberger Straße, 22-16      ;in Fahrtrichtung An der Pulvermühle;   
879;50;50;L1   Humboldt/Gremberg        ;Gremberger Straße, Lat. 10-8  ;in Fahrtrichtung Burgenlandstraße  ;   
880;50;50;L2   Humboldt/Gremberg        ;Gremberger Straße, Lat. 8-10  ;in Fahrtrichtung Flamersfelder Str.;   
881;50;50;L3   Humboldt/Gremberg        ;Gremberger Straße, Haus. 16-20;in Fahrtrichtung Pfarrer-Moll-Str. ;   
882;30;30;L4   Lövenich                 ;Brauweilerstraße, Laterne 21  ;in Fahrtrichtung stadteinwärts     ;   
883;30;30;L5   Rath-Heumar              ;Veilchenweg, Haus Nr. 42-54   ;in Fahrtrichtung Forststraße       ;   
884;30;30;L6   Vogelsang                ;Silbermöwenweg, Laterne 8-16  ;in Fahrtrichtung Seeadlerweg       ;   
885;30;30;L7   Vogelsang                ;Silbermöwenweg, Laterne 16-8  ;in Fahrtrichtung Kolkrabenweg      ;   
886;30;30;L8   Porz                     ;Ohmstraße, Haus Nr. 62        ;in Fahrtrichtung Bergerstraße      ;   
887;30;30;L9   Porz                     ;Ohmstraße, Haus Nr. 64/66     ;in Fahrtrichtung Bergerstraße      ;   
888;30;30;M1   Porz                     ;Ohmstraße, Haus Nr. 76/78     ;in Fahrtrichtung Bergerstraße      ;   
889;30;30;M2   Porz                     ;Ohmstraße, Laterne 34         ;in Fahrtrichtung Kaiserstraße      ;   
890;30;30;M3   Porz                     ;Ohmstraße, Haus Nr. 60        ;in Fahrtrichtung Kaiserstraße      ;   
891;30;30;M4   Holweide                 ;Kühzällerweg, Haus Nr. 5-9    ;in Fahrtrichtung stadteinwärts     ;   
892;30;30;M5   Holweide                 ;Kühzällerweg, Haus Nr. 9-5    ;in Fahrtrichtung stadtauswärts     ;   
893;30;30;M6   Dellbrück                ;Urnenstraße, Haus Nr. 40-48   ;in Fahrtrichtung Dünnw             ;   
894;30;30;M7   Dellbrück                ;Urnenstraße, Haus Nr. 40-36a  ;in FR. Bergisch Gladbacher Straße  ;   
895;30;30;M8   Dellbrück                ;Urnenstraße, Haus Nr. 46-40   ;in FR. Bergisch Gladbacher Straße  ;   
896;30;30;M9   Dellbrück                ;Brambachstraße, Haus Nr. 72-74;in Fahrtrichtung Thurner Straße    ;   
897;30;30;N1   Dellbrück                ;Brambachstraße, Haus Nr. 10-14;in Fahrtrichtung Neoborner Straße  ;   
898;50;50;N2   Neustadt/Nord            ;Riehler Straße, Haus Nr. 17-9 ;in Fahrtrichtung Ebertplatz        ;   
899;50;50;N3   Neustadt/Nord            ;Riehler Straße, Haus Nr. 6-8  ;in FR. Reichensperger Platz        ;   
900;120;80;R118 BAB  4, km 66,320        ;zw. AS Klettenberg und AK West;Richtungsfahrbahn Heerlen          ;   
901;120;80;R119 BAB  4, km 66,300        ;zw. AK West und AS Klettenberg;Richtungsfahrbahn Olpe             ;   
902;100;80;R171 BAB  57, km 113,055      ;zw.AS Bickendorf und Longerich;Richtungsfahrbahn Neuss            ;   
903;100;80;R180 BAB  1, km 419,350       ;zw. AS Bocklemünd und Lövenich;Richtungsfahrbahn Euskirchen       ;   
904;100;80;R182 BAB  1, km 419,343       ;zw. AS Lövenich und Bocklemünd;Richtungsfahrbahn Dortmund         ;   
905;100;80;R183 BAB  1, km 414,747       ;zw. AK Nord und AS Bocklemünd ;Richtungsfahrbahn Euskirchen       ;   
906;80;80;R003 BAB  3, km 137,6         ;zw. AD Heumar und AS Dellbrück;Richtungsfahrbahn Oberhausen       ;   
907;100;80;R015 BAB  59, km 9,7          ;zw. AK Flughafen und AD Heumar;Richtungsfahrbahn Köln             ;   
908;100;80;R016 BAB  59, km 14,45        ;zw. AK Flughafen und Porz-Lind;Richtungsfahrbahn Bonn             ;   
909;100;80;R022*BAB  59, km 6,15         ;zw. AK Flughafen und AK Ost   ;Richtungsfahrbahn Oberhausen       ;   
910;100;80;R032 BAB  559, km 7,521       ;zw. AK Gremberg und AD Porz   ;Richtungsfahrbahn Bonn             ;   
911;100;80;R034 BAB  3/4, km 0,40        ;zw.AK Gremberg und Königsforst;Richtungsfahrbahn Frankfurt        ;   
912;100;80;R035 BAB  3/4, km 80,8        ;zw.AS Königsforst und Gremberg;Richtungsfahrbahn Aachen           ;   
913;100;80;R049 BAB  59, km 9,56         ;zw. Köln-Deutz und Flughafen  ;Richtungsfahrbahn Bonn             ;   
914;100;80;R082 BAB  3, km 140,5         ;zw. AS Königsforst und AK Ost ;Richtungsfahrbahn Oberhausen       ;   
915;100;80;R010*BAB  3, km 0,52          ;zw. AS Königsforst und AK Ost ;Richtungsfahrbahn Oberhausen       ;   
916;100;80;R172 BAB  57, km 113,033      ;zw.AS Longerich und Bickendorf;Richtungsfahrbahn Köln             ;   
917;100;80;R007 BAB  4, km 84,65         ;zw. AS Buchheim und AS Merheim;Richtungsfahrbahn Olpe             ;   
918;60;60;R008 BAB  3, km 139,00        ;zw. AK Ost AD Heumar          ;Richtungsfahrbahn Frankfurt / M.   ;   
919;100;80;R011 BAB  59, km 6,46         ;zw. AD Heumar und AS Rath     ;Richtungsfahrbahn Bonn             ;   
920;80;80;R189 BAB  1, km 421,233       ;zw. AK West und AS Bocklemünd ;Richtungsfahrbahn Dortmund         ;   
921;120;80;R120 BAB  4, km 66,583        ;zw. AK K.-West und Klettenberg;Richtungsfahrbahn Olpe             ;   
922;80;80;R012 BAB  3, km 137,1         ;zw. AS Dellbrück und AD Heumar;Richtungsfahrbahn Frankfurt        ;   
923;60;60;R013 BAB  59, km 12,7         ;zw. AS Wahn und AK Flughafen  ;Richtungsfahrbahn Köln             ;   
924;100;80;R184 BAB  1, km 413,355       ;zw. AK Nord und AS Bocklemünd ;Richtungsfahrbahn Saarbrücken      ;   
925;80;80;R018 BAB  4, km 75,25         ;zw. AS Köln-Poll und Köln-Süd ;Richtungsfahrbahn Aachen           ;   
926;80;80;R026 BAB  4, km 84,45         ;zw. AK K.-Ost und AS Buchheim ;Richtungsfahrbahn Köln-Zentrum     ;   
927;80;80;R027 BAB  4, km 86,35         ;zw. AS Refrath und AK Köln-Ost;Richtungsfahrbahn Aachen           ;   
928;80;80;R028 B55a                     ;Überführung AS Buchforst/Kalk ;in Fahrtrichtung Zentrum/Zoobrücke ;   
929;80;80;R029 B55a                     ;Überführung AS Buchforst/Kalk ;in Fahrtrichtung Olpe              ;   
930;60;60;R100 BAB  1, km 422,468       ;zw. AS K.-Lövenich und Frechen;Richtungsfahrbahn Saarbrücken      ;   
931;60;60;R101 BAB  1, km 422,338       ;zw.AK K.-West u.AS K.-Lövenich;Richtungsfahrbahn Dortmund         ;   
932;30;30;N4   Holweide                 ;Wichheimer Straße 307         ;in FR. Isenburger Kirchweg         ;   
933;30;30;N5   Höhenhaus                ;Im Weidenbruch 113-107        ;in Fahrtrichtung Jungbornweg       ;   
934;30;30;N6   Gremberghoven            ;Auf dem Streitacker 28-34     ;in Fahrtrichtung Breitenbachstraße ;   
935;30;30;N7   Porz                     ;Helmholtzstraße 11-27         ;in Fahrtrichtung Siemensstraße     ;   
936;30;30;N8   Porz                     ;Helmholtzstraße 13-11         ;in Fahrtrichtung Voltastraße       ;   
937;30;30;N9   Porz                     ;Ohmstraße, Haus Nr. 35        ;in Fahrtrichtung Siemensstraße     ;   
938;30;30;O1   Porz                     ;Ohmstraße, Haus Nr. 42        ;in Fahrtrichtung Voltastraße       ;   
939;30;30;O2   Brück                    ;Diesterwegstraße, Haus Nr. 4  ;in Fahrtrichtung Flehbachstraße    ;   
940;30;30;O3   Brück                    ;Olpener Straße 839-831        ;in Fahrtrichtung stadteinwärts     ;   
941;30;30;O4   Brück                    ;Olpener Straße, Haus Nr. 946  ;in Fahrtrichtung stadtauswärts     ;   
942;50;50;O5   Buchforst                ;Waldecker Str., Laterne 10-16 ;in Fahrtrichtung Heidelberger Str. ;   
943;50;50;O6   Buchforst                ;Waldecker Straße 48-60        ;in Fahrtrichtung Mülheim           ;   
944;50;50;O7   Buchforst                ;Waldecker Straße 57-51        ;in Fahrtrichtung Kalk              ;   
945;30;30;O8   Dellbrück                ;Gemarkenstraße, Haus Nr. 39-9 ;in Fahrtrichtung Strundener Straße ;   
946;30;30;O9   Dellbrück                ;Gemarkenstraße, Haus-Nr. 6-44 ;in Fahrtrichtung Thurner Straße    ;   
947;30;30;P1   Dellbrück                ;Strundener Straße 41-29       ;in Fahrtrichtung Gemarkenstraße    ;   
948;30;30;P2   Dellbrück                ;Strundener Straße 56-70       ;in Fahrtrichtung Gierather Straße  ;   
949;30;30;P3   Dellbrück                ;Thurner Straße, Haus Nr. 61-29;in FR. Dellbrücker Hauptsraße      ;   
950;30;30;P4   Dellbrück                ;Thurner Straße, Haus Nr. 10-40;in Fahrtrichtung Brambachstraße    ;   
951;50;50;P5   Dellbrück                ;Bensberger Marktweg 383-350   ;in Fahrtrichtung Holweide          ;   
952;50;50;P6   Dellbrück                ;Bensberger Marktweg 350-370   ;in Fahrtrichtung Refrath           ;   
953;30;30;P7   Dellbrück                ;Penningsfelder Weg 45-33      ;in FR. Bensberger Marktweg         ;   
954;30;30;P8   Dellbrück                ;Penningsfelder Weg 35-49      ;in Fahrtrichtung Gierather Straße  ;   
955;30;30;P9   Rheinkassel              ;Alte Römerstraße 95-109       ;in Fahrtrichtung Worringen         ;   
956;30;30;Q1   Rheinkassel              ;Alte Römerstraße 107-89       ;in Fahrtrichtung Merkenich         ;   
957;30;30;Q2   Lind                     ;Nibelungenstraße, Laterne 25  ;in Fahrtrichtugn Frankfurter Straße;   
958;30;30;Q3   Lind                     ;Nibelungenstraße, Laterne 25  ;in Fahrtrichtung Linder Mauspfad   ;   
959;30;30;Q4   Raderberg                ;Raderberger Straße 176        ;in Fahrtrichtung Brühler Straße    ;   
960;30;30;Q5   Raderberg                ;Raderberger Straße 183        ;in Fahrtrichtung Brühler Straße    ;   
961;30;30;Q6   Raderberg                ;Raderberger Straße 174-172    ;in Fahrtrichtung Marktstraße       ;   
962;30;30;Q7   Bickendorf               ;Sandweg, Haus Nr. 148-146     ;in Fahrtrichtung Segmüllerstraße   ;   
963;30;30;Q8   Bickendorf               ;Sandweg, Haus Nr. 126-120     ;in Fahrtrichtung Akazienweg        ;   
964;30;30;Q9   Bickendorf               ;Sandweg, Haus Nr. 124-130     ;in Fahrtrichtung Mühlenweg         ;   
965;30;30;R1   Bickendorf               ;Sandweg, Haus Nr. 105-89      ;in Fahrtrichtung Subbelrather Str. ;   
966;30;30;R2   Bickendorf               ;Sandweg, Haus Nr. 63-57       ;in Fahrtrichtung Subbelrather Str. ;   
967;50;50;R3   Bayenthal                ;Bonner Straße 329-285         ;in Fahrtrichtung stadteinwärts     ;   
968;50;50;R4   Bayenthal                ;Bonner Straße 265-237         ;in Fahrtrichtung Schönhauser Straße;   
969;50;50;R5   Bayenthal                ;Bonner Straße 260-312         ;in Fahrtrichtung stadtauswärts     ;   
970;50;50;R6   Raderberg                ;Brühler Straße, Haus Nr. 30-50;in Fahrtrichtung stadtauswärts     ;   
971;50;50;R7   Raderberg                ;Brühler Straße, Haus Nr.82-122;in Fahrtrichtung stadtauswärts     ;   
972;50;50;R8   Raderberg                ;Brühler Straße, Haus Nr.117-83;in Fahrtrichtung stadteinwärts     ;   
973;50;50;R9   Raderberg                ;Brühler Straße, Haus Nr. 81-73;in Fahrtrichtung stadteinwärts     ;   
974;50;50;S1   Raderberg                ;Brühler Straße, Haus Nr. 37-7 ;in Fahrtrichtung Bonner Straße     ;   
975;50;50;S2   Neustadt/Süd             ;Vorgebirgstraße, Haus Nr. 8-18;in Fahrtrichtung Volksgartenstraße ;   
976;50;50;S3   Neustadt/Süd             ;Vorgebirgstraße, Laterne 27-21;in Fahrtrichtung Urlepforte        ;   
977;50;50;S4   Neustadt/Süd             ;Vorgebirgstraße, Haus Nr. 27-3;in Fahrtrichtung Urlepforte        ;   
978;30;30;S5   Neustadt/Süd             ;Volksgartenstraße 42-66       ;in Fahrtrichtung Eifelplatz        ;   
979;30;30;S6   Neustadt/Süd             ;Volksgartenstraße, Haus 64-42 ;in Fahrtrichtung Vorgebirgstraße   ;   
980;50;50;S7   Kalk                     ;B55a,Überführung Buchforststr.;in Fahrtrichtung AK Köln-Ost       ;   
981;50;50;S8   Braunsfeld               ;Stolberger Straße, Lat. 76-58 ;in Fahrtrichtung Maarweg           ;   
982;50;50;S9   Braunsfeld               ;Stolberger Straße, Lat. 56-76 ;in Fahrtrichtung Eupener Straße    ;   
983;30;30;T1   Flittard                 ;Peter-Grieß-Straße, Lat. 21-5 ;in Fahrtrichtung Semmelweisstraße  ;   
984;30;30;T2   Flittard                 ;Peter-Grieß-Straße, Lat. 5-9  ;in Fahrtrichtung Hufelandstraße    ;   
985;30;30;T3   Vingst                   ;Nobelstraße, Laterne 7-5      ;in Fahrtrichtung Lustheider Straße ;   
986;30;30;T4   Vingst                   ;Nobelstraße, Laterne 7-9      ;in Fahrtrichtung Ostheimer Straße  ;   
987;30;30;T5   Zündorf                  ;Evezastraße, Haus Nr. 7-5     ;in Fahrtrichtung Wahner Straße     ;   
988;30;30;T6   Zündorf                  ;Evezastraße, Haus Nr. 7-9     ;in Fahrtrichtung Westfeldstraße    ;   
989;30;30;T7   Roggendorf/Thenhoven     ;Sinnersdorfer Str. Nr.76-78   ;in Fahrtrichtung Thenhoven         ;   
990;30;30;T8   Roggendorf/Thenhoven     ;Sinnersdorfer Straße 95-81    ;in Fahrtrichtung S-Bahn            ;   
991;30;30;T9   Neustadt/Süd             ;Beethovenstraße, Laterne 13-3 ;in Fahrtrichtung Hohenstaufenring  ;   
992;30;30;U1   Neustadt/Süd             ;Beethovenstraße, Laterne 6-10 ;in Fahrtrichtung Roonstraße        ;   
993;50;50;U2   Neustadt/Süd             ;Roonstraße, Haus Nr. 51-33    ;in Fahrtrichtung Zülpicher Platz   ;   
994;50;50;U3   Neustadt/Süd             ;Roonstraße, Haus Nr. 24-60    ;in Fahrtrichtung Lindenstraße      ;   
995;50;50;U4   Bilderstöckchen          ;Am Bilderstöckchen 58-58a     ;in Fahrtrichtung Escher Straße     ;   
996;50;50;U5   Bilderstöckchen          ;Am Bilderstöckchen 95-55      ;in Fahrtrichtung Longericher Straße;   
997;30;30;U6   Neuehrenfeld             ;Lukasstraße, Haus Nr. 26-14   ;in Fahrtrichtung Subbelrather Str. ;   
998;30;30;U7   Neuehrenfeld             ;Lukasstraße, Haus Nr. 14-26   ;in Fahrtrichtung Herkulesstraße    ;   
999;30;30;U8   Humboldt-Gremberg        ;Am Grauen Stein, ggüb Haus 8-6;in Fahrtrichtung Gremberger Straße ;   
1000;30;30;U9   Humboldt-Gremberg        ;Am Grauen Stein, Haus Nr. 8-12;in Fahrtrichtung Poll              ;   
1001;30;30;V1   Esch/Auweiler            ;Orrer Straße, vor Amselweg    ;in Fahrtrichtung stadtauswärts     ;   
1002;30;30;V2   Esch/Auweiler            ;Pohlhofstraße, Höhe Spielplatz;in Fahrtrichtung Pulheim           ;   
1003;30;30;V3   Esch/Auweiler            ;Gartenstraße, Haus Nr. 11     ;in Fahrtrichtung Erlenweg          ;   
1004;30;30;V4   Esch/Auweiler            ;Gartenstraße, Haus Nr. 8-14   ;in Fahrtrichtung Pohlhofstraße     ;   
1005;30;30;V5   Neustadt/Süd             ;Zugweg, Laterne 20-24         ;in Fahrtrichtung Bonner Wall       ;   
1006;30;30;V6   Neustadt/Süd             ;Zugweg, gegenüber Lat. 20-24  ;in Fahrtrichtung Bonner Wall       ;   
1007;30;30;V7   Höhenberg                ;Höhenberger Straße 22-24      ;in Fahrtrichtung Olpener Straße    ;   
1008;30;30;V8   Höhenberg                ;Höhenberger Straße 24-20      ;in Fahrtrichtung Frankfurter Straße;   
1009;30;30;V9   Holweide                 ;Burgwiesenstraße, Lat. 26-22  ;in Fahrtrichtung Kochwiesenstraße  ;   
1010;30;30;W1   Holweide                 ;Burgwiesenstraße, Lat. 24-28  ;in FR. Isenburger Kirchweg         ;   
1011;50;50;W2   Nippes                   ;Niehler Straße, Haus Nr. 40-44;in Fahrtrichtung stadtauswärts     ;   
1012;50;50;W3   Nippes                   ;Niehler Straße, Haus Nr. 45-43;in Fahrtrichtung stadteinwärts     ;   
1013;50;50;W4   Nippes                   ;Niehler Straße, Haus Nr. 52-66;in Fahrtrichtung stadtauswärts     ;   
1014;50;50;W5   Nippes                   ;Niehler Straße, Haus Nr.99-141;in Fahrtrichtung stadtauswärts     ;   
1015;50;50;W6   Nippes                   ;Niehler Straße, Haus Nr.135-99;in Fahrtrichtung stadteinwärts     ;   
1016;30;30;W7   Neuehrenfeld             ;Hans-Wild-Straße, Laterne 6-12;in Fahrtrichtung Herkulesstraße    ;   
1017;30;30;W8   Neuehrenfeld             ;Hans-Wild-Straße, Laterne 18-6;in Fahrtrichtung Liebigstraße      ;   
1018;50;50;W9   Bilderstöckchen          ;Liebigstraße, Haus Nr. 235-237;in Fahrtrichtung Osterather Straße ;   
1019;50;50;X1   Neuehrenfeld             ;Liebigstraße, Haus Nr. 233-225;in Fahrtrichtung Methweg           ;   
1020;50;50;X2   Neuehrenfeld             ;Liebigstraße, Haus Nr. 225-233;in Fahrtrichtung Osterather Straße ;   
1021;50;50;X3   Neuehrenfeld             ;Liebigstraße, Haus Nr. 157-149;in Fahrtrichtung Ehrenfeld         ;   
1022;50;50;X4   Neuehrenfeld             ;Liebigstraße 118c-120         ;in Fahrtrichtung Bilderstöckchen   ;   
1023;50;50;X5   Neuehrenfeld             ;Liebigstraße, Haus Nr. 68-32  ;in Fahrtrichtung Subbelrather Str. ;   
1024;50;50;X6   Neuehrenfeld             ;Liebigstraße, Haus Nr. 32-108 ;in Fahrtrichtung Herkulesstraße    ;   
1025;30;30;X7   Zündorf                  ;Westfeldgasse, Haus Nr. 17-26 ;in Fahrtrichtung Nelkenweg         ;   
1026;30;30;X8   Zündorf                  ;Westfeldgasse, Haus Nr. 29-18 ;in Fahrtrichtung Schmittgasse      ;   
1027;30;30;X9   Rath/Heumar              ;Wodanstraße, Haus Nr. 26 a-26f;in Fahrtrichtung Baldurstraße      ;   
1028;30;30;Y1   Rath/Heumar              ;Wodanstraße, Haus Nr. 26 f-26a;in Fahrtrichtung Heimdallstraße    ;   
1029;50;50;Y2   Neustadt/Süd             ;Aachener Straße, Laterne 27-15;in Fahrtrichtung stadteinwärts     ;   
1030;50;50;Y3   Neustadt/Süd             ;Aachener Straße, Laterne 60-70;in Fahrtrichtung stadtauswärts     ;   
1031;30;30;Y4   Esch/Auweiler            ;Frohnhofstraße, Laterne 27-29 ;in Fahrtrichtung Am Baggerfeld     ;   
1032;30;30;Y5   Esch/Auweiler            ;Frohnhofstraße, Laterne 35-31 ;in Fahrtrichtung Weilerstraße      ;   
1033;30;30;Y6   Weidenpesch              ;Kapuzinerstraße, Haus Nr. 8-22;in Fahrtrichtung Jesuitengasse     ;   
1034;30;30;Y7   Weidenpesch              ;Kapuzinerstraße, Haus Nr. 22-8;in Fahrtrichtung Neusser Straße    ;   
1035;30;30;Y8   Weidenpesch              ;Kösliner Straße, Haus Nr. 2-22;in Fahrtrichtung Ginsterpfad       ;   
1036;30;30;Y9   Weidenpesch              ;Kösliner Straße, Haus Nr. 22-2;in Fahrtrichtung Jesuitengasse     ;   
1037;30;30;Z1   Höhenberg                ;Würzburger Straße 41-33       ;in Fahrtrichtung Ostheimer Straße  ;   
1038;30;30;Z2   Vingst                   ;Würzburger Straße 7-3c        ;in Fahrtrichtung Ostheimer Straße  ;   
1039;30;30;Z3   Vingst                   ;Würzburger Straße, Haus 3c-9  ;in Fahrtrichtung Oranienstraße     ;   
1040;30;30;Z4   Rath/Heumar              ;Porzer Straße, Laterne 29     ;in Fahrtrichtung Rösrather Straße  ;   
1041;30;30;Z5   Rath/Heumar              ;Porzer Straße, Haus nr. 57-61 ;in Fahrtrichtung Wikingerstraße    ;   
1042;30;30;Z6   Höhenberg                ;Germaniastraße 116-98         ;in Fahrtrichtung Vingst            ;   
1043;30;30;Z7   Merheim                  ;Ostmerheimer Straße, Lat. 4-14;in FR. Auf dem Eichenbrett         ;   
1044;30;30;Z8   Merheim                  ;Ostmerheimer Straße, Lat. 14-4;in Fahrtrichtung Olpener Straße    ;   
1045;30;30;Z9   Marienburg               ;Pferdmengesstraße 9-15        ;in Fahrtrichtung Am Südpark        ;   
1046;30;30;1A   Marienburg               ;Pferdmengesstraße 15-5        ;in Fahrtrichtung Bayenthalgürtel   ;   
1047;30;30;1B   Dellbrück                ;Hatzfeldstraße, Laterne 5-3   ;in Fahrtrichtung Grafenmühlenweg   ;   
1048;30;30;1C   Dellbrück                ;Hatzfeldstraße 16c-8          ;in Fahrtrichtung Grafenmühlenweg   ;   
1049;30;30;1D   Dellbrück                ;Hatzfeldstraße, Haus Nr. 14a  ;in Fahrtrichtung Grafenmühlenweg   ;   
1050;30;30;1E   Dellbrück                ;Hatzfeldstraße, Laterne 5-7   ;in FR. Dellbrücker Hauptstraße     ;   
1051;30;30;1F   Dellbrück                ;Hatzfeldstraße 14-16c         ;in FR. Dellbrücker Hauptstraße     ;   
1052;30;30;1G   Poll                     ;Poller Kirchweg 74            ;in Fahrtrichtung Müllergasse       ;   
1053;30;30;1H   Poll                     ;Poller Kirchweg, Laterne 17   ;in Fahrtrichtung Müllergasse       ;   
1054;30;30;1I   Poll                     ;Poller Kirchweg, Laterne 29-31;in Fahrtrichtung Müllergasse       ;   
1055;30;30;1J   Poll                     ;Poller Kirchweg, Laterne 29-27;in Fahrtrichtung Am Schnellert     ;   
1056;30;30;1K   Poll                     ;Poller Kirchweg, Laterne 21-17;in Fahrtrichtung Am Schnellert     ;   
1057;30;30;1L   Poll                     ;Poller Kirchweg, vor Lat. 11  ;in Fahrtrichtung Am Schnellert     ;   
1058;30;30;1M   Ostheim                  ;Hardtgenbuscher Kirchweg 73-99;in Fahrtrichtung Rösrather Straße  ;   
1059;30;30;1N   Ostheim                  ;Hardtgenbuscher Kirchweg 93-69;in Fahrtrichtung Frankfurter Straße;   
1060;30;30;1O   Pesch                    ;Offenbachstraße 16-18a        ;in Fahrtrichtung Kapellenstraße    ;   
1061;30;30;1P   Pesch                    ;Offenbachstraße 18-14         ;in Fahrtrichtung Mozartstraße      ;   
1062;50;50;1Q   Pesch                    ;Donatusstraße, Haus Nr. 37-19 ;in Fahrtrichtung Longericher Straße;   
1063;50;50;1R   Pesch                    ;Donatusstraße, Haus Nr. 19-37 ;in Fahrtrichtung Robert-Koch-Straße;   
1064;30;30;1S   Neuehrenfeld             ;Nußbaumerstraße 252-262       ;in Fahrtrichtung Iltisstraße       ;   
1065;30;30;1T   Neuehrenfeld             ;Nußbaumerstraße 61-45         ;in Fahrtrichtung Ehrenfeldgürtel   ;   
1066;50;50;1U   Sürth                    ;Industriestraße, Laterne 23-25;in Fahrtrichtung Godorf            ;   
1067;50;50;1V   Sürth                    ;Industriestraße, Laterne 25-23;in Fahrtrichtung Rodenkirchen      ;   
1068;30;30;1W   Holweide                 ;Grunerstraße, Haus Nr. 13-1a  ;in Fahrtrichtung Piccoloministraße ;   
1069;30;30;1X   Holweide                 ;Grunerstraße, Haus Nr. 5-19   ;in Fahrtrichtung Kühzällerweg      ;   
1070;30;30;1Y   Bocklemünd/Mengenich     ;Grevenbroicher Straße 37-17   ;in Fahrtrichtung Andreas-Muhr-Str. ;   
1071;30;30;1Z   Bocklemünd/Mengenich     ;Grevenbroicher Straße 20a-36  ;in Fahrtrichtung Mengenicher Straße;   
1072;30;30;2A   Meschenich               ;Zaunhofstraße, Haus Nr. 34-12 ;in Fahrtrichtung Brühler Landstraße;   
1073;30;30;2B   Meschenich               ;Zaunhofstraße, Haus Nr. 14-34 ;in Fahrtrichtung Immemdorf         ;   
1074;30;30;2C   Neustadt/Nord            ;Krefelder Wall, Haus Nr. 36-12;in Fahrtrichtung Krefelder Straße  ;   
1075;50;50;2D   Buchforst                ;Waldecker Straße, Laterne 14-8;in Fahrtrichtung Kalk              ;   
1076;10;10;2E   Merheim                  ;Ostmerheimer Straße 272       ;in Fahrtrichtung Detmolder Straße  ;   
1077;50;50;2F   Wahn                     ;Frankfurter Straße 274-290    ;in Fahrtrichtung Urbach            ;   
1078;30;30;2G   Urbach                   ;Fauststraße, Laterne 3-17     ;in Fahrtrichtung Frankfurter Straße;   
1079;30;30;2H   Urbach                   ;Gronaustraße, Haus Nr. 26-48  ;in Fahrtrichtung Mühlenweg         ;   
1080;30;30;2I   Urbach                   ;Gronaustraße, Haus Nr. 47-5   ;in Fahrtrichtung Frankfurter Straße;   
1081;50;50;2J   Urbach                   ;Waldstraße, Haus Nr. 47-82    ;in Fahrtrichtung Flughafen         ;   
1082;50;50;2K   Urbach                   ;Waldstraße, Haus Nr. 99-43    ;in Fahrtrichtung Frankfurter Straße;   
1083;50;50;2L   Poll                     ;Siegburger Straße 236         ;in Fahrtrichtung Westhoven         ;   
1084;50;50;2M   Poll                     ;Siebgurber Straße, Lat. 65-63 ;in Fahrtrichtung Deutz             ;   
1085;30;30;2N   Dellbrück                ;Heidestraße, Haus Nr. 6-66b   ;in Fahrtrichtung Grunerstraße      ;   
1086;30;30;2O   Dellbrück                ;Heidestraße, Haus Nr. 29-7    ;in FR. Bergisch Gladbacher Straße  ;   
1087;30;30;2P   Dellbrück                ;Möhlstraße, Haus Nr. 10-22    ;in Fahrtrichtung S-Bahn            ;   
1088;30;30;2Q   Dellbrück                ;Möhlstraße, Haus Nr. 31-7     ;in FR. Bergisch Gladbacher Straße  ;   
1089;30;30;2R   Dünnwald                 ;Schleifenbaumstraße 35-21     ;in Fahrtrichtung Berliner Straße   ;   
1090;30;30;2S   Dünnwald                 ;Schleifenbaumstraße 29-37     ;in Fahrtrichtung Embergstraße      ;   
1091;50;50;2T   Dünnwald                 ;Leuchterstraße 207-149        ;in FR. Dünnwalder Mauspfad         ;   
1092;50;50;2U   Dünnwald                 ;Leuchterstraße 153-185        ;in Fahrtrichtung Odenthaler Straße ;   
1093;30;30;2V   Lind                     ;Viehtrift, gegenüber Haus 67  ;in Fahrtrichtung Linder Mauspfad   ;   
1094;30;30;2W   Lind                     ;Viehtrift, Haus Nr. 70-68     ;in Fahrtrichtung Am Linder Kreuz   ;   
1095;30;30;2X   Dellbrück                ;Berg.Gladbacher Str. 1187-1129;in Fahrtrichtung stadteinwärts     ;   
1096;30;30;2Y   Dellbrück                ;Berg.Gladbacher Str. 1162-1230;in Fahrtrichtung stadtauswärts     ;   
1097;30;30;2Z   Neustadt/Süd             ;Sachsenring  Haus Nr. 79-73   ;in Fahrtrichtung Ulrepforte        ;   
1098;30;30;3A   Rath/Heumar              ;Rather Schulstraße 30-46      ;in Fahrtrichtung Wikingerstraße    ;   
1099;30;30;3B   Rath/Heumar              ;Rather Schulstraße 42-28      ;in Fahrtrichtung Rösrather Straße  ;   
