Sto.-nr.;erl.Geschw. PKW;erl. Geschw. LKW;Standort1;Standort2;Standort3;
1327;30;30;A57  Bickendorf               ;Akazienweg Haus Nr. 153-145   ;in Fahrtrichtung Grüner Brunnenweg ;   
1328;30;30;A58  Marienburg               ;Lindenallee Haus Nr. 8-2      ;in Fahrtrichtung Parkstraße        ;   
1329;30;30;A59  Marienburg               ;Lindenallee Haus Nr. 4-10     ;in Fahrtrichtung Leyboldstraße     ;   
1330;30;30;A60  Lindenthal               ;Josef-Stelzmann-Str. Nr. 20-24;in Fahrtrichtung Gleueler Straße   ;   
1331;30;30;A61  Lindenthal               ;Josef-Stelzmann-Str. Nr. 24-20;in Fahrtrichtung Kerpener Straße   ;   
1332;30;30;A62  Lindenthal               ;Josef-Stelzmann-Str. Nr. 54-62;in Fahrtrichtung Gleueler Straße   ;   
1333;30;30;A63  Lindenthal               ;Josef-Stelzmann-Str. Nr. 60-52;in Fahrtrichtung Kerpener Straße   ;   
1334;30;30;A64  Rondorf                  ;Westerwaldstraße Haus Nr.97-57;Fahrtrichtung Rondorfer Hauptstr.  ;   
1335;30;30;A65  Rondorf                  ;Westerwaldstraße Haus Nr.62-92;in Fahrtrichtung Bödinger Straße   ;   
1336;50;50;A66  Brück                    ;Brücker Mauspfad Nr. 449-465  ;in Fahrtrichtung Olpener Straße    ;   
1337;50;50;A67  Brück                    ;Brücker Mauspfad Nr. 457-437  ;in Fahrtrichtung Rath/Heumar       ;   
1338;50;50;A68  Brück                    ;Olpener Straße Haus Nr.689-677;in Fahrtrichtung stadteinwärts     ;   
1339;50;50;A69  Brück                    ;Olpener Straße Haus Nr.720-702;in Fahrtrichtung stadteinwärts     ;   
1340;50;50;A70  Brück                    ;Olpener Straße Haus Nr.710-752;in Fahrtrichtung stadtauswärts     ;   
1341;30;30;A71  Sürth                    ;Sürther Hauptstraße HS Nr. 178;in Fahrtrichtung Kölnstraße        ;   
1342;30;30;A72  Sürth                    ;Sürther Hauptstraße HS Nr. 180;in Fahrtrichtung Heidelweg         ;   
1343;30;30;A73  Sürth                    ;Sürther Hauptstr. Nr. 170-168 ;in Fahrtrichtung Kölnstraße        ;   
1344;30;30;A74  Sürth                    ;Sürther Hauptstraße HS Nr. 170;in Fahrtrichtung Heidelweg         ;   
1345;30;30;A75  Bilderstöckchen          ;Geldernstraße Laterne 14-36   ;in Fahrtrichtung Parkgürtel        ;   
1346;30;30;A76  Bilderstöckchen          ;Geldernstraße Laterne 30-12   ;in Fahrtrichtung Escher Straße     ;   
1347;30;30;A77  Bocklemünd/Mengenich     ;Kappelsweg Laterne 5-13       ;in Fahrtrichtung Stöckheimer Weg   ;   
1348;30;30;A78  Bocklemünd/Mengenich     ;Kappelsweg Laterne 11-5       ;in Fahrtrichtung Nattermannallee   ;   
1349;30;30;A79  Dellbrück                ;Auf der Jüchen Haus Nr. 25-41 ;in Fahrtrichtung Grafenmühlenweg   ;   
1350;30;30;A80  Dellbrück                ;Auf der Jüchen Haus Nr. 37-17 ;Fahrtrichtung Dellbrücker Mauspfad ;   
1351;30;30;A81  Wahn                     ;Auf dem Acker Haus Nr. 4-10   ;in Fahrtrichtung Im Lochgarten     ;   
1352;30;30;A82  Wahn                     ;Im Lochgarten Haus Nr. 36-12  ;Fahrtrichtung St.-Sebastianus-Str. ;   
1353;30;30;A83  Wahn                     ;Feldstr. Haus Nr. 7-13        ;in Fahrtrichtung Revenstr.         ;   
1354;30;30;A84  Wahn                     ;Revenstr. Haus Nr. 14-42      ;in Fahrtrichtung Feldstr.          ;   
1355;30;30;A85  Wahn                     ;Revenstr. Haus Nr. 36-6       ;Fahrtrichtung St.-Sebastianus-Str. ;   
1356;30;30;A86  Lind                     ;Kitschburger Str. Hs. Nr. 24-2;in Fahrtrichtung Viehtrift         ;   
1357;30;30;A87  Lind                     ;Kitschburger Str. Hs. Nr. 4-24;in Fahrtrichtung Nibelungenstr.    ;   
1358;30;30;A88  Lind                     ;Nibelungenstr. Haus Nr. 8-40  ;in Fahrtrichtung Linder Weg        ;   
1359;30;30;A89  Lind                     ;Nibelungenstr. Haus Nr. 15-5  ;in Fahrtrichtung Linder Mauspfad   ;   
1360;30;30;A90  Urbach                   ;Bachstraße Haus Nr. 57-3      ;in Fahrtrichtung Zündorfer Str.    ;   
1361;30;30;A91  Urbach                   ;Beethovenstr. Hs Nr 14-Lat.18 ;in Fahrtrichtung Brucknerstr.      ;   
1362;30;30;A92  Zündorf                  ;In der Adelenhütte Hs. Nr. 4-6;in Fahrtrichtung Poststr.          ;   
1363;30;30;A93  Zündorf                  ;In der Adelenhütte Hs. Nr. 6-2;in Fahrtrichtung Hauptstr.         ;   
1364;30;30;A94  Ostheim                  ;Mannheimer Str. Haus Nr. 76-92;in Fahrtrichtung Saarbrücker Str.  ;   
1365;30;30;A95  Ostheim                  ;Mannheimer Str. Haus Nr. 90-74;in Fahrtrichtung Bruchsaler Str.   ;   
1366;30;30;A96  Meschenich               ;Zaunhofstr. Haus Nr. 3a       ;in Fahrtrichtung Brühler Landstr.  ;   
1367;30;30;A97  Meschenich               ;Zaunhofstr. Haus Nr. 3a       ;in Fahrtrichtung Kettelerstr.      ;   
1368;30;30;A98  Mülheim                  ;Deutz-Mülheimer Str. 302-318  ;in Fahrtrichtung Mülheimer Brücke  ;   
1369;30;30;A99  Mülheim                  ;Deutz-Mülheimer Str. 350-352  ;in Fahrtrichtung Mülheimer Brücke  ;   
1370;30;30;B10  Mülheim                  ;Deutz-Mülheimer Str. 352-346  ;in Fahrtrichtung Deutz             ;   
1371;30;30;B11  Mülheim                  ;Mülheimer Freiheit Hs Nr. 8-2 ;in Fahrtrichtung Deutz             ;   
1372;30;30;B12  Mülheim                  ;Mülheimer Freiheit Laterne 8-6;in Fahrtrichtung Deutz             ;   
1373;30;30;B13  Sürth                    ;Heinrich-Erpenbach-Str. 16-66 ;in Fahrtrichtung Kölnstr.          ;   
1374;30;30;B14  Sürth                    ;Heinrich-Erpenbach-Str. 62-16 ;in Fahrtrichtung Bahnhofstr.       ;   
1375;30;30;B15  Sürth                    ;Unter Buschweg Haus Nr. 2-26  ;in Fahrtrichtung Industriestr.     ;   
1376;30;30;B16  Sürth                    ;Unter Buschweg Haus Nr. 20-16 ;in Fahrtrichtung Bahnhofstr.       ;   
1377;30;30;B17  Neustadt/Süd             ;Alteburger Str. Haus Nr. 46-33;in Fahrtrichtung Ubierring         ;   
1378;30;30;B18  Neustadt/Süd             ;Alteburger Str. Haus Nr. 39-54;in Fahrtrichtung Teutoburger Str.  ;   
1379;30;30;B19  Dellbrück                ;Von-Quadt-Straße Hs. Nr. 8-64 ;Fahrtrichtung Dellbrücker Hauptstr.;   
1380;30;30;B20  Dellbrück                ;Von-Quadt-Straße Hs. Nr. 63-5 ;in Fahrtrichtung Grafenmühlenweg   ;   
1381;50;50;B21  Bocklemünd/Mengenich     ;Venloer Straße Haus Nr. 1275  ;in Fahrtrichtung stadteinwärts     ;   
1382;50;50;B22  Neustadt/Süd             ;Agrippinaufer vor Südbrücke   ;in Fahrtrichtung Rodenkirchen      ;   
1383;30;30;B23  Sürth                    ;Heidelweg Haus Nr. 59         ;in Fahrtrichtung Heinrichstraße    ;   
1384;30;30;B24  Sürth                    ;Heidelweg Haus Nr. 59-57      ;in Fahrtrichtung Sürther Hauptstr. ;   
1385;50;50;B25  Junkersdorf              ;Aachner Straße Haus Nr. 1034  ;in Fahrtrichtung stadtauswärts     ;   
1386;30;30;B26  Junkersdorf              ;Am Röhmerhof Haus Nr. 20-26   ;in Fahrtrichtung Kölner Weg        ;   
1387;30;30;B27  Sülz                     ;Neuenhöfer Allee 109-41       ;in Fahrtrichtung Berrenrather Str. ;   
1388;30;30;B28  Sülz                     ;Neuenhöfer Allee Hs. Nr. 38-76;in Fahrtrichtung Zülpicher Str.    ;   
1389;30;30;B29  Sülz                     ;Neuenhöfer Allee Laterne 25-23;in Fahrtrichtung Berrenrather Str. ;   
1390;30;30;B30  Sülz                     ;Neuenhöfer Allee Laterne 23-29;in Fahrtrichtung Zülpicher Str.    ;   
1391;30;30;B31  Weiden                   ;Ludwig-Jahn-Str. Hs. Nr. 46-72;in Fahrtrichtung Müngersdorf       ;   
1392;30;30;B32  Weiden                   ;Ludwig-Jahn-Str. Hs. Nr. 72-64;in Fahrtrichtung Lövenich          ;   
1393;30;30;B33  Ehrenfeld                ;Fröbelstraße Haus Nr. 4-32    ;in Fahrtrichtung Weinsbergstr.     ;   
1394;30;30;B34  Ehrenfeld                ;Fröbelstraße Haus Nr. 30-4    ;in Fahrtrichtung Vogelsanger Str.  ;   
1395;50;50;B35  Ehrenfeld                ;Subbelrather Str. 339-269     ;in Fahrtrichtung stadteinwärts     ;   
1396;50;50;B36  Ehrenfeld                ;Subbelrather Str.254-314      ;in Fahrtrichtung stadtauswärts     ;   
1397;50;50;B37  Elsdorf                  ;Frankfurter Str. 403-405      ;in Fahrtrichtung Urbach            ;   
1398;30;30;B38  Ensen                    ;Oberstraße Haus Nr. 14-10     ;in Farhtrichtung Gilgaustraße      ;   
1399;30;30;B39  Ensen                    ;Hohe Straße Haus Nr.32-34     ;in Fahrtrichtung Gilgaustraße      ;   
1400;50;50;B40  Gremberghoven            ;Steinstraße ggüb. Laterne 54  ;in Fahrtrichtung Porz              ;   
1401;50;50;B41  Gremberghoven            ;Steinstraße ggüb. Laterne 54  ;in Fahrtrichtung Frankfurter Straße;   
1402;30;30;B42  Urbach                   ;Auf dem Knöpp, Haus Nr. 24-50 ;in Fahrtrichtung Am Urbacher Wall  ;   
1403;30;30;B43  Urbach                   ;Auf dem Knöpp, Haus Nr. 48-2  ;in Fahrtrichtung Severinstraße     ;   
1404;30;30;B44  Westhoven                ;Oberstraße, Haus Nr. 55       ;in Fahrtrichtung Ensen             ;   
1405;30;30;B45  Vingst                   ;Kuthstraße, Haus Nr. 156-100  ;in Fahrtrichtung Kampgasse         ;   
1406;30;30;B46  Vingst                   ;Kuthstraße, Haus Nr. 102-166  ;in Fahrtrichtung Ostheim           ;   
1407;50;50;B47  Dellbrück                ;Berg.Gladbacher Str. 798-812  ;in Fahrtrichtung stadtauswärts     ;   
1408;30;30;B48  Dellbrück                ;Dellbrücker Mauspfad 125-141  ;Fahrtrichtung Bensberger Marktweg  ;   
1409;30;30;B49  Dellbrück                ;Dellbrücker Mauspfad 131-125  ;in Fahrtrichtung Brück             ;   
1410;30;30;B50  Höhenhaus                ;Im Weidenbruch, Haus 109a-113 ;in Fahrtrichtung Honschaftstraße   ;   
1411;30;30;B51  Neustadt Nord            ;Antwerpener Str. Haus Nr. 2-18;in Fahrtrichtung Brüsseler Str.    ;   
1412;30;30;B52  Neustadt Nord            ;Antwerpener Str. Haus Nr. 17-1;in Fahrtrichtung Friesenplatz      ;   
1413;30;30;B53  Neustadt Nord            ;Brabanter Str. Haus Nr. 8-52  ;in Fahrtrichtung Friesenplatz      ;   
1414;30;30;B54  Neustadt Nord            ;Brabanter Str. Haus Nr. 48-13 ;in Fahrtrichtung Aachener Str.     ;   
1415;30;30;B55  Lindenthal               ;Bachemer Str. Haus Nr. 304-302;in Fahrtrichtung Mommsenstr.       ;   
1416;30;30;B56  Lindenthal               ;Bachemer Str. ggüb. Hs Nr. 306;in Fahrtrichtung Decksteiner Str.  ;   
1417;30;30;B57  Lindenthal               ;Klosterstraße Haus Nr. 34-10  ;in Fahrtrichtung Dürener Str.      ;   
1418;30;30;B58  Lindenthal               ;Klosterstraße Haus Nr. 16-40  ;in Fahrtrichtung Wüllnerstr.       ;   
1419;30;30;B59  Lindenthal               ;Klosterstraße Haus Nr. 96-86  ;in Fahrtrichtung Rautenstrauchstr. ;   
1420;30;30;B60  Lindenthal               ;Klosterstraße Haus Nr. 92-96  ;in Fahrtrichtung Aachener Str.     ;   
1421;30;30;B61  Lindenthal               ;Klosterstraße Haus Nr. 116-106;Fahrtrichtung Friedrich-Schmidt-Str;   
1422;30;30;B62  Lövenich                 ;Seithümerstr. Haus Nr. 7-21   ;in Fahrtrichtung Zaunstr.          ;   
1423;30;30;B63  Weiden                   ;Richard-Wagner-Str Hs Nr. 6-24;Fahrtrichtung Selma-Lagerlöf-Str.  ;   
1424;30;30;B64  Weiden                   ;Richard-Wagner-Str Hs Nr. 25-9;in Fahrtrichtung Goethestr.        ;   
1425;30;30;B65  Bickendorf               ;Nagelschmiedgasse Hs Nr. 5-21 ;in Fahrtrichtung Häuschensweg      ;   
1426;30;30;B66  Bilderstöckchen          ;Reutlinger Str. Haus Nr. 14-2 ;in Fahrtrichtung Göppinger Str.    ;   
1427;50;50;B67  Longerich                ;Neusser Str. Haus Nr. 866     ;in Fahrtrichtung stadteinwärts     ;   
1428;30;30;B68  Worringen                ;Alte Neusser Landstr. 295-271 ;in Fahrtrichtung St.-Tönnis-Str.   ;   
1429;30;30;B69  Worringen                ;Dornstraße Haus Nr. 42-18     ;Fahrtrichtung Alte Neusser Landstr.;   
1430;30;30;B70  Worringen                ;Dornstraße Haus Nr. 36-42     ;in Fahrtrichtung Dörnchensweg      ;   
1431;10;10;B71  Elsdorf                  ;Manfred-Faber-Weg Hs Nr. 38-18;in Fahrtrichtung Tiergartenstr.    ;   
1432;10;10;B72  Elsdorf                  ;Manfred-Faber-Weg Hs Nr. 22-44;in Fahrtrichtung Herman-Löns-Str.  ;   
1433;10;10;B73  Elsdorf                  ;Robert-Stern-Weg Hs Nr. 25-29 ;in Fahrtrichtung Tiergartenstr.    ;   
1434;10;10;B74  Elsdorf                  ;Robert-Stern-Weg Hs Nr. 25-19 ;in Fahrtrichtung Herman-Löns-Str.  ;   
1435;10;10;B75  Westhoven                ;Hans-Kalscheuer-Str Hs Nr. 4-6;in Fahrtrichtung André-Citroen-Str.;   
1436;10;10;B76  Westhoven                ;Hans-Kalscheuer-Str Hs Nr. 6-4;in Fahrtrichtung Berliner Str.     ;   
1437;30;30;B77  Libur                    ;Urbanusstraße Haus Nr. 36-14  ;Fahrtrichtung Pastor-Huthmacher-Str;   
1438;30;30;B78  Libur                    ;Urbanusstraße Haus Nr. 14-40  ;in Fahrtrichtung Liburer Landstr.  ;   
1439;30;30;B79  Porz                     ;Mühlenstraße Haus Nr. 1a-31   ;in Fahrtrichtung Bahnhofstr.       ;   
1440;30;30;B80  Rath/Heumar              ;Rather Kirchweg Haus Nr. 8-16 ;in Fahrtrichtung Friedhof          ;   
1441;30;30;B81  Dünnwald                 ;Holzweg Haus Nr. 3-11         ;in Fahrtrichtung Liedbergweg       ;   
1442;30;30;B82  Dünnwald                 ;Holzweg Haus Nr. 11-3         ;Fahrtrichtung Prämonstratenserstr. ;   
1443;30;30;B83  Dünnwald                 ;Marienheider Str. Hs Nr. 16-18;in Fahrtrichtung Kunstfelder Str.  ;   
1444;30;30;B84  Dünnwald                 ;Marienheider Str. Hs Nr. 5-3  ;Fahrtrichtung Prämonstratenserstr. ;   
1445;30;30;B85  Flittard                 ;Semmelweisstr. Haus Nr. 6-68  ;in Fahrtrichtung Einsteinstr.      ;   
1446;30;30;B86  Flittard                 ;Semmelweisstr. Haus Nr. 58-31 ;in Fahrtrichtung Düsseldorfer Str. ;   
1447;30;30;B87  Holweide                 ;Maria-Himmelfahrt-Str. 1-5    ;in Fahrtrichtung Isenburger Str.   ;   
1448;30;30;B88  Holweide                 ;Querstraße Haus Nr. 45        ;in Fahrtrichtung Ringenstr.        ;   
1449;30;30;B89  Holweide                 ;Querstraße Haus Nr. 45        ;in Fahrtrichtung Buschfeldstr.     ;   
1450;10;10;B90  Mülheim                  ;Seidenstraße Haus Nr. 9-27    ;in Fahrtrichtung Adamstr.          ;   
1451;30;30;B91  Neustadt/Süd             ;Lothringer Str. Haus Nr. 38-78;in Fahrtrichtung Eifelstr.         ;   
1452;30;30;B92  Neustadt/Süd             ;Lothringer Str. Haus Nr.115-38;in Fahrtrichtung Vorgebirgstr.     ;   
1453;30;30;B93  Neustadt/Süd             ;Kaesenstr. Haus Nr. 6-28      ;in Fahrtrichtung Eifelplatz        ;   
1454;30;30;B94  Neustadt/Süd             ;Kaesenstr. Haus Nr. 27-1      ;in Fahrtrichtung Lothringer Str.   ;   
1455;30;30;B95  Zollstock                ;Kendenicher Straße 10-12      ;in Fahrtrichtung Kalscheurer Weg   ;   
1456;30;30;B96  Zollstock                ;Kendenicher Str. Höhe Friedhof;in Fahrtrichtung Höninger Platz    ;   
1457;30;30;B97  Holweide                 ;Schnellweider Straße 25-23    ;in Fahrtr. Maria-Himmelfahrt-Straße;   
1458;30;30;B98  Holweide                 ;Schnellweider Straße 109-107  ;in Fahrtrichtung Musäusstraße      ;   
1459;30;30;B99  Holweide                 ;Schnellweider Straße 109-111  ;in Fahrtrichtung Neufelder Straße  ;   
1460;30;30;C10  Stammheim                ;Stammheimer Hauptstraße 55    ;in Fahrtrichtung Schloßstraße      ;   
1461;30;30;C11  Brück                    ;Pohlstadtsweg 470-456         ;in Fahrtrichtung Mudersbacher Str. ;   
1462;30;30;C12  Brück                    ;Mudersbacher Straße 13-103    ;in Fahrtrichtung Dattenfelder Str. ;   
1463;30;30;C13  Brück                    ;Mudersbacher Straße 91-3      ;in Fahrtrichtung Pohlstadtsweg     ;   
1464;50;50;C14  Neustadt/Süd             ;Bonner Wall 7-19              ;in Fahrtrichtung Vorgebirgsstraße  ;   
1465;50;50;C15  Neustadt/Süd             ;Bonner Wall 19-5              ;in Fahrtrichtung Bonner Straße     ;   
1466;30;30;C16  Neustadt/Süd             ;Lützowstraße 22-2             ;in Fahrtrichtung Lindenstraße      ;   
1467;30;30;C17  Neustadt/Süd             ;Lützowstraße 4-26             ;in Fahrtrichtung Moltkestraße      ;   
1468;30;30;C18  Widdersdorf              ;Unter Linden 143-127          ;in Fahrtrichtung Am Aspelkreuz     ;   
1469;30;30;C19  Widdersdorf              ;Unter Linden 91-83            ;in Fahrtrichtung Rosmarinstraße    ;   
1470;30;30;C20  Widdersdorf              ;Unter Linden 29-9             ;in Fahrtrichtung Hauptstraße       ;   
1471;30;30;C21  Widdersdorf              ;Unter Linden 44-116           ;in Fahrtrichtung Palmenhof         ;   
1472;30;30;C22  Mauenheim                ;Eckewartstraße 83-67          ;in Fahrtrichtung Merheimer Straße  ;   
1473;30;30;C23  Brück                    ;Oberer Bruchweg Lat. Nr. 5-13 ;in Fahrtr. Astrid-Lindgren-Allee   ;   
1474;30;30;C24  Brück                    ;Oberer Bruchweg Lat. Nr. 11-3 ;in Fahrtrichtung Pohlstadtsweg     ;   
1475;30;30;C25  Rath/Heumar              ;Eiler Straße 67               ;in Fahrtrichtung Rösrather Straße  ;   
1476;30;30;C26  Rath/Heumar              ;Eiler Straße 67-63            ;in Fahrtrichtung Eil               ;   
1477;30;30;C27  Dellbrück                ;Hochwinkel 7-53               ;in Fahrtrichtung Krankenhaus       ;   
1478;30;30;C28  Dellbrück                ;Hochwinkel 53-3a              ;in Fahrtr. Dellbrücker Mauspfad    ;   
1479;30;30;C29  Braunsfeld               ;Friedrich-Schmidt-Straße 58b  ;in Fahrtrichtung Kitschburger Str. ;   
1480;30;30;C30  Braunsfeld               ;Friedr.-Schmidt-Str. Lat.Nr.56;in Fahrtrichtung Kitschburger Str. ;   
1481;30;30;C31  Braunsfeld               ;Friedrich-Schmidt-Straße 60a  ;in Fahrtrichtung Militärringstraße ;   
1482;30;30;C32  Braunsfeld               ;Friedr.-Schmidt-Str. ggü 60a  ;in Fahrtrichtung Militärringstraße ;   
1483;50;50;C33  Junkersdorf              ;Am Römerhof 52                ;in Fahrtr. Statthalterhofallee     ;   
1484;50;50;C34  Junkersdorf              ;Am Römerhof 54                ;in Fahrtr. Statthalterhofallee     ;   
1485;50;50;C35  Junkersdorf              ;Am Römerhof 52                ;in Fahrtrichtung Junkersdorfer Str.;   
1486;30;30;C36  Junkersdorf              ;Kirchweg 71-73                ;in Fahrtrichtung Aachener Straße   ;   
1487;30;30;C37  Junkersdorf              ;Kirchweg 71-73                ;in Fahrtrichtung Birkenallee       ;   
1488;30;30;C38  Junkersdorf              ;Kirchweg gegenüber 64-60      ;in Fahrtrichtung Aachener Straße   ;   
1489;30;30;C39  Meschenich               ;Engeldorfer Straße 45         ;in Fahrtrichtung Klosterstraße     ;   
1490;30;30;C40  Meschenich               ;Engeldorfer Straße 53         ;in Fahrtrichtung Weststraße        ;   
1491;30;30;C41  Meschenich               ;Engeldorfer Straße 57         ;in Fahrtrichtung Weststraße        ;   
1492;30;30;C42  Dellbrück                ;Dellbrücker Mauspfad 310-306  ;in Fahrtrichtung Dabringhauser Str.;   
1493;30;30;C43  Dellbrück                ;Dellbrücker Mauspfad 310-314  ;in Fahrtr. Bergisch Gladbacher Str.;   
1494;50;50;C44  Müngersdorf              ;Junkersdorfer Weg Laterne Nr.9;in Fahrtrichtung Am Römerhof       ;   
1495;30;30;C45  Marienburg               ;Heinrich-Lübke Ufer Lat. Nr.18;in Fahrtrichtung Rodenkirchen      ;   
1496;30;30;C46  Neustadt/Süd             ;Bonner Wall 35-33             ;in Fahrtrichtung Bonner Straße     ;   
1497;30;30;C47  Fühlingen                ;Roggendorfer Weg 20-32        ;in Fahrtrichtung Neusser Landstraße;   
1498;30;30;C48  Fühlingen                ;Roggendorfer Weg 24-38        ;in Fahrtr. Herzog-Johann Straße    ;   
1499;30;30;C49  Neustadt Nord            ;Theodor-Heuss Ring 11-21      ;in Fahrtrichtung Ebertplatz        ;   
1500;30;30;C50  Pesch                    ;Johannesstraße 8              ;in Fahrtrichtung Mengenicher Straße;   
1501;30;30;C51  Pesch                    ;Johannesstraße 8              ;in Fahrtrichtung Militärringstraße ;   
1502;30;30;C52  Pesch                    ;Johannesstraße 13-17          ;in Fahrtrichtung Militärringstraße ;   
1503;30;30;C53  Pesch                    ;Johannesstraße 33             ;in Fahrtrichtung Mengenicher Straße;   
1504;70;60;C54  Longerich                ;Militärringstr./Herforder Str.;in Fahrtrichtung Neusser Landstraße;   
1505;70;60;C55  Longerich                ;Militärringstr./Herforder Str.;in Fahrtrichtung Mercatorstraße    ;   
1506;30;30;C56  Marienburg               ;Gaedestraße ggü. Laterne Nr.12;in Fahrtrichtung Bonner Straße     ;   
1507;30;30;C57  Marienburg               ;Gaedestraße ggü. Laterne Nr.12;in Fahrtrichtung Wendehammer       ;   
1508;50;50;C58  Sürth                    ;Hammerschmidtstraße ggü. 108  ;in Fahrtrichtung Weißer Straße     ;   
1509;50;50;C59  Zollstock                ;Höninger Weg 332-356          ;in Fahrtrichtung Höninger Platz    ;   
1510;50;50;C60  Zollstock                ;Höninger Weg 351-347          ;in Fahrtrichtung Zollstockgürtel   ;   
1511;50;50;C61  Bickendorf               ;Matthias-Brüggen Straße 16    ;in Fahrtrichtung Ossendorfer Weg   ;   
1512;50;50;C62  Bickendorf               ;Matthias-Brüggen Straße 17    ;in Fahrtrichtung Venloer Straße    ;   
1513;50;50;C63  Neustadt/Süd             ;Moselstraße 12-24             ;in Fahrtrichtung Luxemburger Straße;   
1514;50;50;C64  Neustadt/Süd             ;Moselstraße 24-12             ;in Fahrtrichtung Pfälzer Straße    ;   
1515;30;30;C65  Neustadt/Süd             ;Pfälzer Straße 17             ;in Fahrtrichtung Moselstraße       ;   
1516;30;30;C66  Neustadt/Süd             ;Pfälzer Straße 36             ;in Fahrtrichtung Trierer Straße    ;   
1517;30;30;C67  Rodenkirchen             ;Uferstraße 24-33              ;in Fahrtrichtung Grimmelshausenstr.;   
1518;30;30;C68  Rodenkirchen             ;Uferstraße 24-33              ;in Fahrtrichtung Grüngürtelstraße  ;   
1519;30;30;C69  Weiß                     ;Weißer Hauptstraße 105        ;in Fahrtrichtung Im Salzgrund      ;   
1520;30;30;C70  Weiß                     ;Weißer Hauptstraße 105        ;in Fahrtrichtung Pflasterhofweg    ;   
1521;30;30;C71  Marienburg               ;Sinziger Straße 6-8           ;in Fahrtrichtung Dransdorfer Straße;   
1522;30;30;C72  Marienburg               ;Sinziger Straße 8-6           ;in Fahrtrichtung Bonner Straße     ;   
1523;50;50;C73  Niehl                    ;Niehler Damm, Laterne Nr.75-73;in Fahrtrichtung stadteinwärts     ;   
1524;50;50;C74  Niehl                    ;Niehler Damm, Laterne Nr.73-75;in Fahrtrichtung stadtauswärts     ;   
1525;30;30;C75  Eil                      ;Bonner Straße 43              ;in Fahrtrichtung Dortmunder Straße ;   
1526;30;30;C76  Eil                      ;gegenüber Bonner Straße 68    ;in Fahrtrichtung Düsseldorfer Str. ;   
1527;30;30;C77  Eil                      ;Bonner Straße 56              ;in Fahrtrichtung Solinger Straße   ;   
1528;30;30;C78  Eil                      ;Bonner Straße 52              ;in Fahrtrichtung Humboldt Straße   ;   
1529;30;30;C79  Dellbrück                ;Gierather Straße 98-76        ;in Fahrtrichtung stadteinwärts     ;   
1530;30;30;C80  Dellbrück                ;Gierather Straße 82-104       ;in Fahrtrichtung stadtauswärts     ;   
1531;30;30;C81  Dünnwald                 ;Kalkweg / Parkplatz Wildpark  ;in Fahrtrichtung Dellbrück         ;   
1532;30;30;C82  Dünnwald                 ;Kalkweg / Parkplatz Wildpark  ;in Fahrtr. Dünnwalder Mauspfad     ;   
1533;50;50;C83  Dünnwald                 ;Odenthaler Straße 213-193     ;in Fahrtrichtung stadteinwärts     ;   
1534;50;50;C84  Dünnwald                 ;Odenthaler Straße 170-190     ;in Fahrtrichtung stadtauswärts     ;   
1535;50;50;C85  Dünnwald                 ;Odenthaler Straße 51-11       ;in Fahrtrichtung Berliner Straße   ;   
1536;50;50;C86  Dünnwald                 ;Odenthaler Straße 11-59       ;in Fahrtr. Dünnwalder Mauspfad     ;   
1537;30;30;C87  Vogelsang                ;Vogelsanger Straße 448        ;in Fahrtrichtung Vogelsanger Markt ;   
1538;30;30;C88  Rodenkirchen             ;Auenweg 3                     ;in Fahrtrichtung Mettfelder Straße ;   
1539;30;30;C89  Rodenkirchen             ;Auenweg 12                    ;in Fahrtr. Grimmelshausener Straße ;   
1540;30;30;C90  Rodenkirchen             ;Auenweg 18-20                 ;in Fahrtrichtung Grüngürtelstraße  ;   
1541;30;30;C91  Gremberghoven            ;Rather Straße 15              ;in Fahrtrichtung Bahnhofplatz      ;   
1542;30;30;C92  Gremberghoven            ;Rather Straße 15              ;in Fahrtrichtung Frankfurter Straße;   
1543;30;30;C93  Immendorf                ;Godorfer Straße 20-18         ;in Fahrtrichtung Berzdorfer Straße ;   
1544;30;30;C94  Immendorf                ;Godorfer Str.32 - ggü. Lat.19 ;in Fahrtrichtung Euskirchener Str. ;   
1545;50;50;C95  Niehl                    ;Bremerhavener Straße 31-25    ;in Fahrtrichtung Industriestraße   ;   
1546;50;50;C96  Niehl                    ;Bremerhavener Straße 25-33    ;in Fahrtrichtung Niehler Damm      ;   
1547;50;50;C97  Niehl                    ;Niehler Straße 272-252        ;in Fahrtrichtung stadteinwärts     ;   
1548;50;50;C98  Niehl                    ;Niehler Straße 252-272        ;in Fahrtrichtung stadtauswärts     ;   
1549;50;50;C99  Nippes                   ;Niehler Straße 220            ;in Fahrtrichtung stadteinwärts     ;   
1550;50;50;D10  Nippes                   ;Niehler Straße 224-228        ;in Fahrtrichtung stadtauswärts     ;   
1551;30;30;D11  Roggendorf/Thenhoven     ;Sinnersdorfer Straße 109-111  ;in Fahrtrichtung Straberger Weg    ;   
1552;30;30;D12  Roggendorf/Thenhoven     ;Sinnersdorfer Straße 105      ;in Fahrtrichtung S-Bahn            ;   
1553;30;30;D13  Worringen                ;Widdeshover Weg 34-67         ;in Fahrtrichtung Dörnchensweg      ;   
1554;30;30;D14  Worringen                ;Widdeshover Weg 67-34         ;in Fahrtr. Hackenbroicher Straße   ;   
1555;50;50;D15  Poll                     ;Poller Damm 32-48             ;in Fahrtrichtung In der Gracht     ;   
