vorfallsdatum;vorfallsuhrzeit;Ortskürzel;geschwindigkeit;ueberschreitung;fahrzeugart;dienststelle;standort
10818;74737;NR-;40;7;06a;S-02;266
10818;74743;LEV-;62;9;04a;S-02;852
10818;74755;DL-;42;9;04a;S-01;62
10818;74825;K-;81;28;04a;S-02;852
10818;74829;K-;89;36;04a;S-02;852
10818;74834;K-;63;10;04a;S-02;852
10818;74858;K-;44;11;04a;S-02;509
10818;74922;K-;41;8;04a;S-02;167
10818;74932;LEV-;59;6;04a;S-02;852
10818;74946;B-;39;6;04a;S-01;62
10818;75015;M-;72;19;04a;S-02;852
10818;75143;K-;63;10;04a;S-02;852
10818;75237;K-;41;8;04a;S-01;39
10818;75304;GL-;39;6;04a;S-01;39
10818;75352;BM-;61;8;11a;S-01;14
10818;75417;K-;42;9;04a;S-02;534
10818;75456;K-;60;7;04a;S-02;852
10818;75554;K-;43;10;04a;S-02;534
10818;75613;BOR-;40;7;04a;S-02;534
10818;75651;K-;42;9;04a;S-01;62
10818;75700;K-;42;9;04a;S-01;62
10818;75736;K-;59;6;04a;S-02;852
10818;80014;K-;62;9;04a;S-01;16
10818;80018;K-;49;16;04a;S-02;266
10818;80029;LEV-;70;17;04a;S-02;852
10818;80101;BI-;42;9;04a;S-01;61
10818;80108;BI-;41;8;04a;S-01;62
10818;80123;GL-;60;7;04a;S-01;16
10818;80157;K-;61;8;04a;S-02;131
10818;80315;K-;41;8;04a;S-01;61
10818;80329;BM-;43;10;04a;S-02;534
10818;80358;BM-;51;18;04a;S-02;266
10818;80359;K-;59;6;04a;K-04;7020
10818;80448;AW-;53;20;04a;S-02;266
10818;80541;K-;68;15;04a;K-04;7020
10818;80541;K-;39;6;04a;S-02;509
10818;80548;K-;59;6;04a;K-04;7020
10818;80556;OB-;60;7;04a;S-02;131
10818;80632;K-;47;14;04a;S-01;61
10818;80849;M-;61;8;04a;S-01;14
10818;80940;K-;43;10;04a;S-01;62
10818;80955;K-;66;13;04a;S-01;17
10818;81019;K-;40;7;04a;S-02;509
10818;81029;GL-;64;11;04a;S-02;852
10818;81147;EU-;40;7;04a;S-02;266
10818;81150;BM-;39;6;04a;S-02;266
10818;81153;K-;61;8;04a;K-04;7019
10818;81303;BM-;60;7;04a;S-01;16
10818;81314;K-;43;10;04a;S-02;534
10818;81315;K-;68;15;04a;S-02;852
10818;81320;K-;74;21;04a;S-02;852
10818;81421;K-;40;7;04a;S-02;534
10818;81518;K-;44;11;04a;S-01;62
10818;81540;K-;49;16;04a;S-02;534
10818;81555;HF-;43;10;04a;S-02;266
10818;81602;K-;61;8;04a;S-02;131
10818;81643;SLE-;40;7;04a;S-02;266
10818;81659;ME-;59;6;04a;S-02;852
10818;81713;K-;50;17;04a;S-01;62
10818;81734;K-;61;8;04a;S-02;131
10818;81746;BM-;39;6;04a;S-01;32
10818;81825;K-;60;7;04a;S-02;131
10818;81849;SU-;44;11;04a;S-01;62
10818;81850;HI-;81;28;04a;S-02;852
10818;81902;K-;66;13;04a;S-02;852
10818;81952;DAU-;41;8;04a;S-02;266
10818;81954;SU-;39;6;04a;S-02;266
10818;82038;M-;68;15;04a;S-02;852
10818;82045;EU-;42;9;04a;S-02;266
10818;82251;K-;42;9;04a;S-02;266
10818;82254;MA-;41;8;04a;S-02;266
10818;82256;HH-;43;10;04a;S-02;266
10818;82321;NE-;41;8;04a;S-01;61
10818;82325;BM-;60;7;04a;S-02;852
10818;82330;K-;44;11;04a;S-01;61
10818;82626;LEV-;59;6;04a;S-02;852
10818;82807;K-;59;6;04a;S-02;131
10818;83010;K-;39;6;04a;S-02;509
10818;83230;K-;39;6;04a;S-02;534
10818;83401;K-;64;11;04a;S-02;131
10818;83414;K-;82;29;04a;S-02;852
10818;83416;K-;60;7;04a;S-02;131
10818;83437;NE-;40;7;04a;S-02;1126
10818;83658;BM-;39;6;04a;S-02;266
10818;83737;K-;39;6;04a;S-02;266
10818;83800;K-;44;11;04a;S-02;1126
10818;83802;K-;39;6;04a;S-02;509
10818;83830;SU-;68;15;04a;S-02;131
10818;83902;DU-;67;14;04a;S-02;852
10818;83915;K-;40;7;04a;S-02;1126
10818;83949;SU-;39;6;04a;S-02;266
10818;84143;K-;60;7;04a;S-02;852
10818;84159;K-;43;10;04a;S-02;509
10818;84207;K-;65;12;04a;S-02;131
10818;84246;K-;43;10;04a;S-02;1126
10818;84355;GM-;42;9;04a;S-01;61
10818;84412;LEV-;61;8;04a;K-04;7020
10818;84433;K-;65;12;04a;S-02;852
10818;84506;D-;60;7;04a;K-04;7019
10818;84518;EU-;43;10;04a;S-02;266
10818;84521;EU-;42;9;04a;S-02;266
10818;84527;MK-;59;6;04a;S-02;852
10818;84539;K-;59;6;04a;S-02;852
10818;84625;KLE-;62;9;04a;S-01;10
10818;84637;K-;51;18;04a;S-02;1126
10818;84638;GL-;70;17;04a;K-04;7019
10818;84657;K-;39;6;04a;S-02;1126
10818;84713;K-;64;11;04a;S-02;852
10818;84713;K-;39;6;04a;S-01;61
10818;84714;K-;62;9;04a;S-02;852
10818;84744;K-;40;7;08a;S-02;266
10818;84815;F-;43;10;04a;S-01;62
10818;84822;K-;39;6;04a;S-02;1126
10818;84829;SU-;41;8;04a;S-02;1126
10818;84833;K-;42;9;04a;S-02;509
10818;84834;K-;63;10;04a;S-02;852
10818;84926;K-;59;6;04a;S-02;131
10818;84933;BM-;59;6;04a;S-02;852
10818;85012;K-;40;7;04a;S-01;62
10818;85038;K-;39;6;04a;S-02;1126
10818;85106;K-;39;6;04a;S-02;509
10818;85123;BM-;41;8;04a;S-02;266
10818;85125;K-;42;9;04a;S-02;266
10818;85151;K-;45;12;04a;S-01;62
10818;85211;LEV-;47;14;04a;S-01;62
10818;85214;K-;47;14;04a;S-01;62
10818;85231;K-;40;7;04a;S-02;509
10818;85244;BM-;60;7;04a;S-02;852
10818;85257;VIE-;60;7;04a;S-02;131
10818;85333;K-;65;12;04a;S-02;131
10818;85410;K-;39;6;04a;S-02;1126
10818;85528;BM-;43;10;04a;S-02;1126
10818;85555;BS-;61;8;04a;K-04;7019
10818;85804;K-;41;8;04a;S-02;266
10818;85811;K-;39;6;04a;S-02;1126
10818;85828;K-;47;14;04a;S-02;509
10818;85832;SU-;40;7;04a;S-02;509
10818;85913;EJ-;69;6;04a;S-01;973
10818;85914;K-;39;6;04a;S-01;62
10818;85937;BM-;43;10;04a;S-01;62
10818;85950;EU-;40;7;04a;S-02;266
10818;85954;EU-;45;12;04a;S-02;266
10818;90012;K-;63;10;04a;S-02;131
10818;90108;K-;61;8;04a;S-02;131
10818;90145;BM-;61;8;04a;S-01;35
10818;90422;MTK-;39;6;04a;S-02;1126
10818;90605;K-;39;6;04a;S-02;534
10818;90625;K-;63;10;04a;S-02;852
10818;90640;A-;39;6;04a;S-02;266
10818;90650;LEV-;59;6;04a;K-04;7019
10818;90658;SU-;39;6;04a;S-02;266
10818;90704;N-;69;6;04a;S-01;982
10818;90801;K-;48;15;04a;S-02;1126
10818;90829;WI-;47;14;04a;S-01;62
10818;90927;K-;40;7;04a;S-02;509
10818;90950;K-;50;17;04a;S-02;1126
10818;91000;BM-;39;6;04a;S-02;1126
10818;91009;F-;63;10;04a;S-02;852
10818;91029;GL-;65;12;04a;S-02;852
10818;91033;K-;39;6;04a;S-02;266
10818;91047;K-;40;7;04a;S-02;1126
10818;91103;K-;39;6;04a;S-01;61
10818;91223;LEV-;61;8;04a;K-04;7019
10818;91227;GL-;39;6;04a;S-01;39
10818;91305;K-;59;6;04a;S-02;131
10818;91355;GL-;59;6;04a;S-02;852
10818;91434;K-;39;6;04a;S-02;1258
10818;91548;K-;41;8;04a;S-02;1126
10818;91554;K-;66;13;04a;S-02;852
10818;91738;K-;39;6;04a;S-02;509
10818;91827;D-;40;7;04a;S-02;1126
10818;91901;FR-;59;6;04a;S-02;131
10818;91904;K-;63;10;04a;S-02;131
10818;91930;K-;59;6;04a;S-02;852
10818;91956;GL-;60;7;04a;K-04;7019
10818;92020;K-;43;10;04a;S-02;1126
10818;92041;K-;61;8;04a;S-02;131
10818;92111;BM-;48;15;04a;S-01;62
10818;92126;DO-;60;7;04a;S-02;852
10818;92137;K-;68;15;04a;S-02;131
10818;92206;K-;63;10;04a;S-02;131
10818;92230;SU-;61;8;04a;S-02;131
10818;92339;K-;44;11;04a;S-02;1126
10818;92420;BM-;59;6;04a;S-01;17
10818;92509;LEV-;41;8;04a;S-02;1126
10818;92548;BN-;39;6;04a;S-02;266
10818;92704;BM-;42;9;04a;S-01;62
10818;92729;BM-;39;6;04a;S-02;266
10818;92730;K-;64;11;04a;S-02;852
10818;92747;M-;42;9;04a;S-02;509
10818;92754;EU-;53;20;04a;S-02;266
10818;92814;K-;40;7;04a;S-02;509
10818;92821;EU-;40;7;04a;S-02;266
10818;92829;OP-;71;18;04a;S-02;852
10818;92834;LEV-;59;6;04a;S-02;852
10818;92940;K-;60;7;04a;S-02;852
10818;92949;K-;39;6;04a;S-02;1126
10818;93045;K-;59;6;04a;S-02;131
10818;93204;BM-;71;18;04a;S-02;852
10818;93219;K-;42;9;04a;S-01;62
10818;93307;BM-;39;6;04a;S-01;61
10818;93313;K-;41;8;04a;S-02;509
10818;93321;K-;62;9;04a;S-01;14
10818;93322;K-;59;6;04a;S-01;29
10818;93324;SU-;40;7;04a;S-01;63
10818;93450;ME-;59;6;04a;S-02;852
10818;93524;K-;44;11;04a;S-02;509
10818;93536;K-;41;8;04a;S-02;509
10818;93537;K-;62;9;04a;S-01;7
10818;93553;K-;42;9;04a;S-02;266
10818;93554;BN-;79;26;04a;S-02;852
10818;93622;BM-;39;6;04a;S-02;1126
10818;93622;K-;66;13;04a;S-01;16
10818;93724;K-;43;10;04a;S-02;534
10818;93729;WZ-;64;11;04a;S-01;7
10818;93739;HI-;65;12;04a;S-02;852
10818;93803;K-;43;10;04a;S-02;266
10818;93806;K-;52;19;04a;S-02;509
10818;93836;K-;65;12;04a;S-02;852
10818;93847;K-;60;7;04a;S-02;131
10818;93922;K-;59;6;04a;S-01;25
10818;93938;K-;60;7;04a;S-02;852
10818;93954;K-;43;10;04a;S-02;1126
10818;93956;K-;45;12;04a;S-01;38
10818;94011;SU-;60;7;04a;S-02;131
10818;94019;VIE-;44;11;04a;S-02;266
10818;94103;K-;40;7;04a;S-02;1126
10818;94215;K-;39;6;04a;S-01;39
10818;94230;K-;39;6;04a;S-02;534
10818;94236;K-;69;16;04a;S-01;25
10818;94247;K-;41;8;04a;S-02;1126
10818;94249;K-;40;7;04a;S-02;1126
10818;94309;S-;62;9;04a;S-02;852
10818;94314;D-;49;16;04a;S-01;62
10818;94329;K-;42;9;04a;S-02;534
10818;94357;BM-;39;6;04a;S-02;1126
10818;94458;K-;61;8;04a;S-02;852
10818;94501;MK-;72;19;04a;S-02;852
10818;94518;MSH-;39;6;04a;S-02;266
10818;94523;EU-;54;21;04a;S-02;266
10818;94555;DN-;61;8;04a;S-01;17
10818;94557;DA-;39;6;04a;S-01;61
10818;94637;NE-;40;7;04a;S-02;1126
10818;94652;K-;49;16;04a;S-01;62
10818;94655;K-;46;13;04a;S-01;62
10818;94656;K-;62;9;04a;S-02;131
10818;94700;SU-;64;11;04a;K-04;7019
10818;94733;K-;59;6;04a;S-02;131
10818;94740;K-;42;9;04a;S-01;61
10818;94751;K-;63;10;04a;S-01;10
10818;94816;K-;46;13;04a;S-02;509
10818;94841;BM-;45;12;04a;S-01;62
10818;94849;SU-;39;6;04a;S-02;266
10818;94857;K-;63;10;04a;K-04;7019
10818;94926;K-;67;14;04a;S-02;852
10818;94934;SE-;60;7;04a;S-02;852
10818;95027;;65;12;04a;S-01;16
10818;95048;RE-;67;14;04a;S-02;852
10818;95158;K-;44;11;04a;S-02;1126
10818;95201;K-;39;6;04a;S-02;266
10818;95222;GL-;59;6;04a;S-02;852
10818;95225;BM-;44;11;04a;S-01;62
10818;95253;K-;41;8;04a;S-02;1126
10818;95309;K-;42;9;04a;S-02;266
10818;95315;GL-;64;11;04a;S-02;852
10818;95315;BO-;64;11;04a;S-01;17
10818;95342;EU-;39;6;04a;S-02;266
10818;95358;BM-;43;10;04a;S-02;266
10818;95401;K-;59;6;04a;S-02;131
10818;95449;EU-;44;11;04a;S-02;266
10818;95509;SU-;62;9;04a;S-02;131
10818;95531;BM-;42;9;04a;S-02;266
10818;95534;BM-;43;10;04a;S-02;266
10818;95537;BM-;45;12;04a;S-02;266
10818;95620;GL-;62;9;04a;S-02;852
10818;95653;GD-;42;9;06c;S-02;509
10818;95701;K-;40;7;04a;S-02;1126
10818;95727;BN-;40;7;04a;S-02;266
10818;95752;K-;67;14;04a;S-02;852
10818;95759;K-;62;9;04a;K-04;7019
10818;95805;BM-;41;8;04a;S-01;62
10818;95806;GL-;59;6;04a;S-02;852
10818;95830;K-;43;10;04a;S-02;534
10818;95843;K-;73;20;04a;S-02;852
10818;95859;K-;59;6;04a;S-01;7
10818;100053;BN-;47;14;04a;S-02;509
10818;100135;K-;43;10;04a;S-02;509
10818;100138;K-;43;10;04a;S-02;509
10818;100235;K-;61;8;04a;S-02;131
10818;100237;K-;60;7;04a;S-02;131
10818;100345;K-;43;10;04a;S-02;1126
10818;100348;SU-;59;6;04a;S-02;852
10818;100349;SU-;46;13;04a;S-01;62
10818;100404;GL-;60;7;04a;S-02;131
10818;100412;LEV-;67;14;04a;S-02;852
10818;100432;SU-;77;24;04a;S-02;852
10818;100518;K-;39;6;04a;S-01;62
10818;100605;K-;39;6;04a;S-01;61
10818;100605;ZS-;72;9;04a;S-01;973
10818;100636;K-;43;10;04a;S-02;1126
10818;100710;K-;39;6;04a;S-01;62
10818;100714;ME-;42;9;04a;S-02;1126
10818;100725;K-;67;14;04a;S-02;131
10818;100743;K-;59;6;04a;S-02;131
10818;100755;HA-;48;15;04a;S-02;509
10818;100838;D-;69;6;04a;S-01;983
10818;100909;B-;59;6;04a;K-04;7019
10818;100944;K-;42;9;04a;S-02;534
10818;101001;K-;68;15;04a;S-02;852
10818;101048;EU-;41;8;04a;S-01;62
10818;101111;BN-;40;7;04a;S-02;509
10818;101134;K-;44;11;04a;S-02;1126
10818;101229;K-;48;15;04a;S-02;1126
10818;101245;K-;60;7;04a;S-02;852
10818;101258;K-;43;10;04a;S-02;1126
10818;101322;FF-;40;7;04a;S-02;266
10818;101335;K-;61;8;04a;S-01;14
10818;101439;K-;39;6;04a;S-01;62
10818;101445;K-;69;16;04a;S-01;17
10818;101448;EU-;48;15;04a;S-02;266
10818;101448;K-;45;12;04a;S-02;1126
10818;101450;SU-;47;14;04a;S-02;266
10818;101511;K-;60;7;04a;S-02;852
10818;101609;BM-;45;12;04a;S-02;1126
10818;101616;K-;66;13;04a;S-02;852
10818;101618;SLS-;60;27;04a;S-02;266
10818;101625;K-;45;12;04a;S-02;509
10818;101645;EU-;40;7;04a;S-02;266
10818;101653;GL-;74;21;04a;K-04;7019
10818;101701;K-;65;12;04a;S-02;852
10818;101715;NR-;59;6;04a;S-01;25
10818;101719;BM-;40;7;04a;S-02;266
10818;101722;K-;40;7;04a;S-02;266
10818;101728;K-;39;6;04a;S-02;1126
10818;101741;K-;59;6;04a;S-02;131
10818;101840;GL-;63;10;04a;K-04;7019
10818;101850;LEV-;50;17;04a;S-01;61
10818;101909;K-;42;9;04a;S-02;1126
10818;101915;K-;45;12;04a;S-02;1126
10818;101920;-73;69;6;04a;S-01;982
10818;102014;K-;70;17;04a;S-02;131
10818;102032;NE-;41;8;04a;S-02;266
10818;102035;K-;41;8;04a;S-02;266
10818;102143;GL-;63;10;04a;S-02;852
10818;102144;K-;44;11;04a;S-01;62
10818;102250;KE-;65;12;04a;S-02;852
10818;102333;M-;66;13;04a;S-02;852
10818;102335;K-;69;16;04a;S-02;852
10818;102351;K-;77;24;04a;S-02;852
10818;102354;MR-;63;10;04a;S-02;852
10818;102406;K-;49;16;04a;S-02;1126
10818;102427;K-;39;6;04a;S-02;1126
10818;102517;EU-;40;7;04a;S-02;266
10818;102528;SU-;39;6;04a;S-01;62
10818;102535;K-;44;11;04a;S-01;63
10818;102555;K-;59;6;04a;S-02;131
10818;102556;E-;59;6;04a;K-04;7019
10818;102640;K-;42;9;04a;S-02;534
10818;102656;K-;46;13;04a;S-02;1126
10818;102706;K-;42;9;04a;S-02;534
10818;102725;WUG-;62;9;04a;S-01;17
10818;102730;K-;59;6;04a;S-02;131
10818;102742;K-;60;7;04a;S-01;35
10818;102749;K-;39;6;04a;S-02;509
10818;102756;K-;39;6;04a;S-02;509
10818;102805;K-;59;6;04a;S-02;131
10818;102945;K-;64;11;04a;S-02;1014
10818;103009;K-;63;10;04a;S-02;131
10818;103011;BM-;66;13;04a;S-02;131
10818;103025;K-;43;10;04a;S-02;534
10818;103038;BM-;63;10;04a;S-01;16
10818;103049;K-;42;9;04a;S-02;266
10818;103053;GL-;41;8;04a;S-01;62
10818;103056;GL-;45;12;04a;S-01;62
10818;103103;K-;90;37;04a;S-02;852
10818;103122;K-;45;12;04a;S-02;534
10818;103128;K-;41;8;04a;S-02;266
10818;103141;BM-;71;18;04a;S-02;852
10818;103143;HAL-;71;18;04a;S-02;852
10818;103301;GL-;60;7;04a;K-04;7020
10818;103308;K-;39;6;04a;S-02;534
10818;103314;K-;43;10;04a;S-01;62
10818;103331;COC-;62;9;04a;S-01;10
10818;103407;K-;60;7;04a;S-02;131
10818;103452;HER-;45;12;04a;S-01;62
10818;103535;K-;59;6;04a;S-02;131
10818;103542;K-;40;7;04a;S-02;509
10818;103551;BM-;42;9;04a;S-02;1126
10818;103614;K-;41;8;04a;S-02;1126
10818;103635;EU-;55;22;04a;S-01;62
10818;103638;K-;40;7;04a;S-02;1126
10818;103735;K-;39;6;04a;S-02;1126
10818;103804;SU-;42;9;04a;S-01;39
10818;103808;EU-;42;9;04a;S-02;266
10818;103811;K-;67;14;04a;S-02;852
10818;103818;K-;60;7;04a;S-02;852
10818;103830;K-;45;12;04a;S-01;62
10818;103835;OS-;70;7;04a;S-01;983
10818;103911;K-;64;11;04a;S-02;131
10818;103941;K-;70;17;04a;K-04;7019
10818;104002;MD-;46;13;04a;S-01;62
10818;104004;GL-;41;8;04a;S-01;39
10818;104030;EU-;44;11;04a;S-02;266
10818;104040;BM-;52;19;04a;S-02;1126
10818;104051;K-;40;7;04a;S-02;266
10818;104105;K-;44;11;04a;S-02;266
10818;104108;BN-;43;10;04a;S-02;266
10818;104152;K-;58;25;04a;S-01;62
10818;104157;K-;47;14;04a;S-01;62
10818;104211;V-;48;15;04a;S-02;1126
10818;104226;K-;42;9;04a;S-01;39
10818;104408;BN-;64;11;04a;S-01;17
10818;104546;NE-;43;10;04a;S-02;1126
10818;104613;NE-;46;13;05a;S-01;39
10818;104617;K-;60;7;04a;S-02;131
10818;104627;LEV-;61;8;04a;S-02;852
10818;104714;K-;41;8;04a;S-02;509
10818;104723;K-;63;10;04a;S-02;852
10818;104733;K-;43;10;04a;S-01;62
10818;104741;K-;39;6;04a;S-02;1126
10818;104845;HP-;42;9;04a;S-01;61
10818;104847;DO-;72;9;04a;S-01;973
10818;104921;GL-;67;14;04a;S-02;852
10818;105023;K-;42;9;04a;S-02;1126
10818;105140;K-;40;7;04a;S-02;1126
10818;105144;K-;60;7;04a;K-04;7019
10818;105146;LEV-;59;6;04a;K-04;7019
10818;105148;K-;39;6;04a;S-02;1126
10818;105154;K-;60;7;04a;S-02;852
10818;105203;K-;61;8;04a;S-02;852
10818;105222;K-;46;13;04a;S-02;1126
