vorfallsdatum;vorfallsuhrzeit;Ortskürzel;geschwindigkeit;ueberschreitung;fahrzeugart;dienststelle;standort
10718;103449;K-;60;7;04a;S-01;29
10718;103640;EN-;63;10;04a;K-04;7019
10718;103744;K-;61;8;04a;S-01;16
10718;103823;K-;62;9;04a;K-04;7019
10718;104237;BM-;43;10;04a;S-01;60
10718;104241;K-;69;16;04a;K-04;7019
10718;104423;LEV-;61;8;04a;K-04;7019
10718;104547;DA-;41;8;04a;S-01;60
10718;104635;K-;46;13;04a;S-01;60
10718;104806;-18;59;6;04a;S-01;26
10718;104829;HH-;65;12;04a;S-01;10
10718;104856;RO-;49;16;04a;S-01;39
10718;105304;MK-;42;9;05a;S-01;39
10718;105308;;46;13;04a;S-01;60
10718;105515;K-;62;9;04a;S-01;7
10718;105736;K-;44;11;04a;S-01;60
10718;105742;K-;39;6;04a;S-01;60
10718;105750;LEV-;72;19;04a;K-04;7019
10718;105824;K-;40;7;04a;S-01;39
10718;105927;GL-;41;8;04a;S-01;31
10718;110019;K-;60;7;04a;K-04;7020
10718;110030;WÜ-;61;8;04a;S-01;16
10718;110323;BM-;59;6;04a;S-01;16
10718;110324;K-;62;9;04a;S-01;16
10718;110349;K-;64;11;04a;K-04;7019
10718;110358;K-;67;14;04a;S-01;9
10718;110434;D-;68;15;04a;S-01;26
10718;110607;DU-;40;7;04a;S-01;60
10718;110620;F-;44;11;04a;S-01;60
10718;110654;BM-;59;6;04a;S-01;7
10718;110815;K-;47;14;04a;S-01;60
10718;110831;LDK-;61;8;04a;S-01;17
10718;110837;BM-;44;11;04a;S-01;60
10718;110903;D-;59;6;04a;S-01;17
10718;111003;K-;42;9;04a;S-01;39
10718;111407;K-;41;8;04a;S-01;60
10718;111410;EN-;61;8;04a;K-04;7019
10718;111636;K-;60;7;04a;S-01;9
10718;111657;GL-;41;8;04a;S-01;39
10718;111838;K-;39;6;04a;S-01;36
10718;112253;BM-;71;8;04a;S-01;973
10718;112339;K-;40;7;04a;S-01;61
10718;112633;K-;62;9;04a;S-01;9
10718;112832;K-;43;10;04a;S-01;60
10718;113138;;40;7;04a;S-01;60
10718;113224;SLS-;60;7;04a;S-01;7
10718;113458;K-;59;6;04a;S-01;9
10718;113652;K-;61;8;04a;S-01;9
10718;113722;K-;43;10;04a;S-01;60
10718;113724;W-;40;7;04a;S-01;60
10718;114125;BA-;59;6;04a;K-04;7019
10718;114135;E-;45;12;04a;S-01;31
10718;114155;K-;62;9;04a;S-01;16
10718;114549;K-;63;10;04a;K-04;7019
10718;114605;K-;59;6;04a;S-01;9
10718;114632;K-;59;6;04a;S-01;9
10718;114820;K-;60;7;04a;K-04;7020
10718;114849;HN-;60;7;04a;K-04;7019
10718;114949;K-;18;0;04a;K-04;7019
10718;114951;LEV-;39;6;04a;S-01;39
10718;115244;K-;44;11;04a;S-01;61
10718;115325;K-;61;8;04a;K-04;7019
10718;115403;K-;39;6;04a;S-01;60
10718;115415;K-;59;6;04a;S-01;14
10718;115429;K-;63;30;04a;S-01;61
10718;115537;SU-;44;11;04a;S-01;31
10718;115638;BM-;44;11;04a;S-01;61
10718;115709;GR-;59;6;04a;S-01;7
10718;115810;K-;41;8;04a;S-01;60
10718;120248;AB-;44;11;04a;S-01;31
10718;120453;BM-;44;11;04a;S-01;60
10718;120659;BM-;62;9;04a;S-01;9
10718;120708;K-;62;9;04a;S-01;7
10718;120753;K-;44;11;04a;S-01;39
10718;120937;K-;61;8;04a;K-04;7019
10718;121004;GM-;47;14;04a;S-01;39
10718;121129;B-;62;9;04a;S-01;7
10718;121230;RS-;49;16;04a;S-01;39
10718;121252;K-;44;11;04a;S-01;61
10718;121301;HH-;61;8;04a;S-01;26
10718;121308;D-;50;17;04a;S-01;61
10718;121553;BN-;64;11;04a;S-01;29
10718;121616;MSP-;39;6;04a;S-01;39
10718;121743;N-;40;7;04a;S-01;60
10718;121937;HG-;47;14;04a;S-01;60
10718;122154;HD-;61;8;04a;S-01;17
10718;122218;RE-;50;17;04a;S-01;61
10718;122320;LEV-;62;9;04a;K-04;7019
10718;122619;K-;63;10;04a;K-04;7019
10718;122631;AW-;67;14;04a;S-01;7
10718;122732;K-;39;6;04a;S-01;61
10718;123035;K-;53;20;04a;S-01;60
10718;123037;SU-;59;6;04a;S-01;17
10718;123048;K-;59;6;04a;S-01;17
10718;123116;LEV-;47;14;04a;S-01;39
10718;123212;K-;62;9;04a;S-01;17
10718;123224;K-;64;11;04a;S-01;16
10718;123245;NE-;42;9;04a;S-01;39
10718;123423;BM-;65;12;04a;S-01;26
10718;123520;GE-;60;7;04a;K-04;7019
10718;123647;GL-;67;14;04a;K-04;7019
10718;124147;K-;49;16;04a;S-01;39
10718;124421;SU-;63;10;04a;S-01;7
10718;124510;K-;41;8;04a;S-01;60
10718;124550;LEV-;63;10;04a;K-04;7019
10718;124728;K-;63;10;04a;K-04;7019
10718;124751;E-;64;11;04a;S-01;16
10718;124804;AW-;68;15;04a;S-01;16
10718;124819;SU-;40;7;04a;S-01;36
10718;124937;K-;68;15;04a;S-01;16
10718;124957;K-;59;6;04a;S-01;7
10718;125026;E-;45;12;04a;S-01;60
10718;125159;ME-;50;0;04a;K-04;7019
10718;125229;K-;60;7;04a;S-01;29
10718;125315;BB-;39;6;04a;S-01;61
10718;125454;DN-;78;15;04a;S-01;973
10718;125515;K-;64;11;04a;S-01;16
10718;125613;GL-;60;7;04a;K-04;7019
10718;125750;B-;59;6;04a;K-04;7019
10718;125845;K-;59;6;04a;S-01;16
10718;130050;D-;62;9;04a;S-01;17
10718;130754;K-;42;9;04a;S-01;61
10718;130801;HH-;60;7;04a;S-01;16
10718;130802;BM-;61;8;04a;S-01;16
10718;130806;GM-;60;7;04a;K-04;7019
10718;130806;BM-;69;6;04a;S-01;981
10718;130808;K-;46;13;04a;S-01;39
10718;130924;K-;40;7;04a;S-01;39
10718;131147;BN-;47;14;04a;S-01;39
10718;131228;;40;7;04a;S-01;60
10718;131301;K-;68;15;04a;S-01;7
10718;131806;BM-;88;25;04a;S-01;973
10718;131816;K-;59;6;04a;K-04;7020
10718;132320;RS-;59;6;04a;K-04;7019
10718;132425;-49;61;8;04a;S-01;14
10718;132611;LP-;45;12;04a;S-01;61
10718;132628;K-;64;31;04a;S-01;61
10718;132633;WN-;61;8;04a;S-01;16
10718;132745;GL-;45;12;04a;S-01;39
10718;132820;HER-;73;20;04a;S-01;7
10718;132920;K-;60;7;04a;K-04;7019
10718;132939;SI-;43;10;04a;S-01;39
10718;133102;NK-;40;7;04a;S-01;60
10718;133438;EL-;41;8;04a;S-01;60
10718;133454;K-;62;9;04a;S-01;26
10718;133519;BM-;41;8;04a;S-01;60
10718;133521;SU-;59;6;04a;K-04;7019
10718;133632;D-;60;7;04a;S-01;17
10718;133815;K-;62;9;04a;S-01;16
10718;133941;K-;39;6;04a;S-01;36
10718;134250;K-;60;7;04a;K-04;7019
10718;134331;SU-;59;6;04a;S-01;10
10718;134412;K-;63;10;04a;S-01;9
10718;134516;K-;40;7;04a;S-01;39
10718;134604;BM-;62;9;04a;S-01;26
10718;134824;-1;72;19;04a;S-01;16
10718;134839;K-;64;11;04a;S-01;29
10718;134918;B-;40;7;04a;S-01;31
10718;135056;LEV-;45;12;04a;S-01;60
10718;135212;SU-;60;7;04a;S-01;26
10718;135600;FFB-;63;10;04a;S-01;7
10718;135608;GM-;62;9;04a;K-04;7019
10718;135707;GL-;59;6;04a;S-01;9
10718;140020;NK-;70;7;04a;S-01;973
10718;140102;K-;50;17;04a;S-01;61
10718;140212;K-;39;6;04a;S-01;39
10718;140353;K-;52;19;04a;S-01;60
10718;140358;K-;61;8;04a;K-04;7019
10718;140411;PB-;47;14;04a;S-01;60
10718;140607;K-;61;8;04a;S-01;26
10718;140623;AK-;59;6;04a;S-01;7
10718;140652;SU-;49;16;04a;S-01;36
10718;140703;BM-;64;11;04a;S-01;9
10718;140731;FD-;63;10;04a;S-01;7
10718;141012;M-;46;13;04a;S-01;61
10718;141119;BM-;61;8;04a;S-01;9
10718;141301;BO-;41;8;04a;S-01;60
10718;141308;K-;42;9;04a;S-01;31
10718;141454;K-;63;10;04a;S-01;17
10718;141703;LEV-;39;6;04a;S-01;36
10718;141847;KR-;72;19;04a;S-01;9
10718;141858;K-;64;11;04a;S-01;10
10718;142032;GM-;60;7;04a;S-01;7
10718;142119;K-;59;6;04a;S-01;9
10718;142128;K-;44;11;04a;S-01;61
10718;142448;K-;46;13;04a;S-01;60
10718;142617;K-;41;8;04a;S-01;60
10718;142618;OF-;46;13;04a;S-01;39
10718;142620;LEV-;62;9;04a;K-04;7019
10718;142719;K-;62;9;04a;K-04;7020
10718;142752;BM-;68;15;04a;K-04;7019
10718;142913;NF-;46;13;04a;S-01;39
10718;143206;BN-;47;14;04a;S-01;60
10718;143322;BN-;59;6;04a;S-01;14
10718;143401;VIE-;59;6;04a;S-01;17
10718;143402;GE-;42;9;04a;S-01;61
10718;143408;K-;64;11;04a;S-01;16
10718;143504;K-;60;7;04a;S-01;10
10718;143703;GL-;62;9;04a;S-01;9
10718;143735;K-;44;11;04a;S-01;60
10718;143759;K-;62;9;04a;S-01;9
10718;144020;NE-;62;9;04a;S-01;7
10718;144033;HRO-;64;11;04a;S-01;7
10718;144203;PKN-;40;7;04a;S-01;31
10718;144329;K-;60;27;04a;S-01;61
10718;144411;K-;66;13;04a;S-01;16
10718;144421;K-;60;7;04a;K-04;7019
10718;144431;HG-;39;6;04a;S-01;31
10718;144722;WST-;60;7;04a;K-04;7019
10718;144852;K-;41;8;04a;S-01;32
10718;144949;NE-;64;11;04a;S-01;17
10718;145002;K-;61;8;04a;S-01;17
10718;145009;K-;67;14;04a;K-04;7019
10718;145149;NE-;43;10;04a;S-01;39
10718;145201;AC-;59;6;04a;S-01;7
10718;145217;;52;19;04a;S-01;60
10718;145322;TÜ-;62;9;04a;S-01;7
10718;145404;M-;46;13;04a;S-01;60
10718;145436;GL-;40;7;04a;S-01;39
10718;145506;MI-;39;6;04a;S-01;60
10718;145558;BM-;47;14;04a;S-01;60
10718;145625;K-;61;8;04a;K-04;7019
10718;145714;K-;42;9;04a;S-01;39
10718;145746;K-;66;13;04a;S-01;7
10718;145850;BM-;62;9;04a;K-04;7020
10718;145904;MG-;68;15;04a;S-01;7
10718;145914;SG-;74;21;04a;K-04;7019
10718;150147;NE-;64;11;04a;S-01;7
10718;150148;TR-;46;13;04a;S-01;61
10718;150203;K-;43;10;04a;S-01;36
10718;150219;EN-;70;17;04a;K-04;7019
10718;150405;RE-;64;11;04a;S-01;17
10718;150621;BM-;61;8;04a;S-01;7
10718;150713;K-;59;6;04a;S-01;29
10718;150718;MS-;47;14;04a;S-01;61
10718;150812;OE-;42;9;04a;S-01;31
10718;151159;GM-;66;13;04a;S-01;7
10718;151235;K-;43;10;04a;S-01;61
10718;151325;DU-;64;11;04a;S-01;7
10718;151421;K-;60;7;04a;K-04;7019
10718;151540;D-;55;22;04a;S-01;60
10718;151618;K-;44;11;04a;S-01;60
10718;151625;HB-;62;9;04a;S-01;10
10718;151816;K-;62;9;04a;S-01;10
10718;151840;EL-;40;7;04a;S-01;32
10718;151841;BM-;40;7;04a;S-01;32
10718;151912;ME-;46;13;04a;S-01;60
10718;152029;KR-;66;13;04a;S-01;9
10718;152109;MY-;44;11;04a;S-01;60
10718;152149;K-;60;7;04a;K-04;7019
10718;152759;HH-;60;7;04a;S-01;7
10718;152918;K-;51;18;04a;S-01;61
10718;153007;MY-;44;11;04a;S-01;31
10718;153007;K-;69;16;04a;K-04;7020
10718;153009;BM-;60;7;04a;S-01;16
10718;153045;K-;42;9;04a;S-01;60
10718;153150;K-;67;14;04a;K-04;7020
10718;153353;GL-;64;11;04a;K-04;7019
10718;153525;K-;63;10;04a;K-04;7019
10718;153609;TO-;66;13;04a;S-01;7
10718;153627;SU-;59;6;04a;S-01;10
10718;153724;WS-;61;8;04a;S-01;16
10718;153733;LEV-;42;9;04a;S-01;60
10718;153756;K-;54;21;04a;S-01;39
10718;153846;K-;67;14;04a;S-01;9
10718;153958;K-;50;17;04a;S-01;60
10718;154143;K-;59;6;04a;S-01;7
10718;154410;K-;64;11;04a;S-01;10
10718;154436;GV-;61;8;04a;S-01;7
10718;154451;K-;59;6;04a;S-01;9
10718;154528;FD-;60;7;04a;S-01;17
10718;154547;SU-;50;17;04a;S-01;61
10718;154859;BM-;45;12;04a;S-01;39
10718;154946;K-;63;10;04a;S-01;29
10718;154950;K-;45;12;04a;S-01;39
10718;154953;K-;66;13;04a;S-01;29
10718;155103;K-;39;6;04a;S-01;39
10718;155157;K-;39;6;04a;S-01;60
10718;155332;E-;59;6;04a;S-01;7
10718;155716;K-;62;9;04a;K-04;7020
10718;155811;GL-;59;6;04a;S-01;9
10718;155921;K-;62;9;04a;S-01;7
10718;160041;HSK-;66;13;04a;S-01;7
10718;160044;HSK-;62;9;04a;S-01;7
10718;160137;GL-;47;14;04a;S-01;60
10718;160257;K-;59;6;04a;S-01;17
10718;160316;EU-;41;8;04a;S-01;39
10718;160558;ZBJ-;53;20;04a;S-01;61
10718;160606;D-;64;11;04a;S-01;9
10718;160915;E-;60;7;04a;S-01;9
10718;161015;K-;64;11;04a;S-01;16
10718;161017;K-;41;8;04a;S-01;60
10718;161048;SU-;61;8;04a;S-01;7
10718;161057;K-;49;16;04a;S-01;60
10718;161105;SI-;41;8;04a;S-01;60
10718;161123;K-;48;15;04a;S-01;39
10718;161208;SI-;62;9;04a;S-01;7
10718;161250;LEV-;63;10;04a;K-04;7019
10718;161442;AC-;47;14;04a;S-01;60
10718;161453;GL-;63;10;04a;S-01;7
10718;161515;OE-;60;7;04a;S-01;7
10718;161857;K-;62;9;99a;K-04;7019
10718;161927;M-;47;14;04a;S-01;60
10718;161955;RE-;60;7;04a;S-01;10
10718;162215;K-;61;8;04a;S-01;7
10718;162418;K-;55;22;04a;S-01;61
10718;162541;K-;40;7;04a;S-01;39
10718;162757;KR-;66;13;04a;S-01;7
10718;162838;KLE-;39;6;04a;S-01;60
10718;163003;FD-;44;11;04a;S-01;39
10718;163145;K-;40;7;04a;S-01;31
10718;163235;DN-;51;18;04a;S-01;60
10718;163714;K-;60;7;04a;S-01;26
10718;163939;KA-;59;6;04a;S-01;10
10718;164008;EU-;42;9;04a;S-01;60
10718;164223;K-;43;10;04a;S-01;60
10718;164309;GL-;50;17;04a;S-01;39
10718;164406;K-;40;7;04a;S-01;39
10718;164409;UM-;40;7;04a;S-01;60
10718;164418;K-;63;10;04a;K-04;7019
10718;164420;K-;61;8;04a;K-04;7019
10718;164442;BM-;59;6;04a;S-01;16
10718;164507;NE-;42;9;04a;S-01;60
10718;164527;SG-;39;6;04a;S-01;60
10718;164535;GL-;60;7;04a;K-04;7019
10718;164607;K-;60;7;04a;S-01;16
10718;164607;K-;40;7;04a;S-01;39
10718;164618;B-;41;8;04a;S-01;61
10718;164657;K-;40;7;04a;S-01;60
10718;164659;FDS-;60;7;04a;S-01;17
10718;164958;K-;39;6;04a;S-01;61
10718;165002;MH-;42;9;04a;S-01;31
10718;165512;BM-;63;10;04a;S-01;7
10718;165615;LEV-;64;11;04a;S-01;9
10718;165621;K-;60;7;04a;K-04;7019
10718;165725;GL-;42;9;04a;S-01;39
10718;165835;K-;41;8;04a;S-01;39
10718;165918;GL-;60;7;04a;S-01;10
10718;170041;EU-;52;19;04a;S-01;61
10718;170043;K-;39;6;04a;S-01;61
10718;170048;;66;13;04a;S-01;9
10718;170104;LEV-;39;6;04a;S-01;39
10718;170326;VIE-;60;7;04a;S-01;7
10718;170745;K-;60;7;04a;K-04;7020
10718;170817;K-;74;21;04a;S-01;26
10718;170831;BM-;59;6;04a;S-01;17
10718;170850;GM-;42;9;04a;S-01;39
10718;170929;K-;59;6;04a;S-01;7
10718;170955;K-;60;7;04a;K-04;7019
10718;171247;GL-;60;7;04a;K-04;7019
10718;171444;OE-;60;7;04a;S-01;10
10718;171458;GM-;41;8;04a;S-01;39
10718;171818;HAM-;59;6;04a;S-01;7
10718;171826;K-;44;11;04a;S-01;31
10718;171828;MTK-;65;12;04a;K-04;7019
10718;171836;K-;64;11;04a;S-01;26
10718;171903;ME-;42;9;04a;S-01;61
10718;171932;DN-;62;9;04a;S-01;7
10718;172039;K-;59;6;04a;S-01;26
